Elektrisk;Romoppvarming;Tappevann;Solenergi
137.248233;254.357563;47.74780679;0
122.165138;248.003205;33.24363579;0
117.733433;251.414884;25.62670679;0
117.028685;256.185722;22.29376379;0
116.972946;262.424026;20.36504879;0
119.52606;266.400497;23.60930079;0
128.660148;291.59636;34.66510679;0
158.20621;371.278583;59.32214479;2.62541543
199.315995;407.085986;84.70130479;108.1051534
227.333143;398.873841;76.10000879;207.4248122
239.502717;377.180053;71.51482679;281.3609117
263.049377;369.701013;71.81095979;323.6528794
300.21881;388.668273;68.72829279;335.94826
291.339831;352.862358;66.57744579;316.651328
287.184084;337.761495;64.83441579;272.1753571
284.967226;324.705189;67.84602779;197.6571474
284.798066;321.631492;67.54723579;101.943495
274.982147;318.661346;73.67146579;15.40489657
255.440664;331.308283;81.30688379;0
244.440465;308.657084;79.84432079;0
238.50651;306.845065;76.88462979;0
228.051288;302.639187;74.87995879;0
188.847768;281.83724;62.87234379;0
165.999935;259.923875;57.11736579;0
137.028463;256.797019;47.74780679;0
115.640775;248.987213;37.80437379;0
109.35953;245.025803;28.81356279;0
106.749598;244.43964;23.75287979;0
105.213371;246.561118;20.67593379;0
104.731131;245.174294;20.62219779;0
105.39505;250.026923;23.86522079;0
110.641905;278.644207;26.72724979;3.440371286
121.967701;281.985378;38.87036679;112.7471881
138.798837;286.588037;58.31001779;210.508327
155.34151;282.556468;79.84078879;284.58066
175.632288;283.351734;85.93912179;328.3583103
216.500991;313.975457;85.77913879;338.3583913
209.438224;283.718466;77.87953379;318.3463892
204.887409;269.46036;72.00793779;274.031368
202.580783;260.514758;67.43307579;195.9020003
203.779283;268.334176;64.47647179;91.80960296
206.73292;276.516336;65.67318679;12.69270032
206.613117;286.969774;72.71389679;0
204.144026;274.290363;70.22469279;0
200.111389;273.97555;67.61147379;0
193.308913;266.536861;67.85872479;0
160.257963;245.227542;59.11437979;0
145.0251;223.492078;50.89197279;0
120.896538;222.393602;42.08344879;0
114.102537;221.84962;37.80437379;0
108.244355;217.059786;28.81356279;0
105.526995;215.386632;23.75287979;0
104.279876;215.561573;20.67593379;0
103.522788;213.604825;20.62219779;0
103.830804;215.986986;23.86522079;0
107.305864;238.189196;26.72724979;4.650376107
116.998311;233.8106;38.87036679;37.88055021
129.688347;235.953111;58.31001779;80.69774085
138.566483;229.758865;79.84078879;162.2191559
165.386886;226.997941;85.93912179;136.7251825
199.537202;252.694908;85.77913879;196.9954522
192.740551;223.974849;77.87953379;180.4988323
189.54483;212.695917;72.00793779;112.6165333
188.823683;207.297925;67.43307579;64.5251406
190.060904;209.147979;64.47647179;27.8224075
192.735771;216.61146;65.67318679;4.880673283
191.715657;226.258042;72.71389679;0
188.100368;220.789958;70.22469279;0
188.168349;221.010849;67.61147379;0
184.448628;217.576444;67.85872479;0
154.109306;200.713736;59.11437979;0
142.716231;188.527831;50.89197279;0
119.154937;188.68014;42.08344879;0
121.124327;188.551716;33.24363579;0
116.69388;190.152789;25.62670679;0
115.950051;194.351965;22.29376379;0
115.878236;197.41183;20.36504879;0
117.253115;199.200685;23.60930079;0
124.198914;215.096741;34.66510679;0
151.833877;269.414473;59.32214479;7.022814631
193.039722;294.078739;84.70130479;56.47613017
223.909751;291.07163;76.10000879;142.4055521
236.998389;280.965175;71.51482679;225.2104718
253.369686;274.8032;71.81095979;264.4161264
287.29042;297.956512;68.72829279;306.7120389
282.717539;272.725874;66.57744579;297.9664355
276.493258;260.038967;64.83441579;236.9319843
279.836036;262.003233;67.84602779;178.2877596
280.469831;261.675442;67.54723579;86.11966966
269.041584;257.664226;73.67146579;12.29479393
248.296235;263.639456;81.30688379;0
237.14355;246.99589;79.84432079;0
231.518407;246.820656;76.88462979;0
221.419016;244.319995;74.87995879;0
184.031408;225.448326;62.87234379;0
165.504152;211.755633;57.11736579;0
136.50431;210.155554;47.74780679;0
118.731026;203.553855;33.24363579;0
114.23427;204.427718;25.62670679;0
113.455942;208.070508;22.29376379;0
113.35499;211.063599;20.36504879;0
114.708009;212.394902;23.60930079;0
121.638203;228.297174;34.66510679;0
149.273383;286.640989;59.32214479;6.234078488
190.502681;312.418886;84.70130479;111.4702583
221.261235;304.007711;76.10000879;181.2066096
234.19084;286.727745;71.51482679;248.1338949
239.622379;267.190701;71.81095979;267.2025696
239.434803;249.046897;68.72829279;260.5190107
239.293631;234.21471;66.57744579;192.8527776
236.89616;222.970959;64.83441579;143.65981
237.672866;211.212887;67.84602779;72.37648657
238.653504;208.75963;67.54723579;30.28556494
227.410513;206.966629;73.67146579;5.517350924
207.072674;214.416213;81.30688379;0
199.964412;208.250335;79.84432079;0
196.725653;210.261309;76.88462979;0
188.653661;209.915704;74.87995879;0
175.133134;209.562453;62.87234379;0
159.09482;199.149274;57.11736579;0
142.324058;198.456364;47.74780679;0
127.968472;193.360435;33.24363579;0
124.277185;195.177781;25.62670679;0
124.188785;199.80496;22.29376379;0
124.665302;202.937674;20.36504879;0
126.499644;204.833592;23.60930079;0
133.800661;219.740322;34.66510679;0
161.024866;271.280622;59.32214479;7.898647199
200.337562;290.870774;84.70130479;113.8061739
226.317697;282.73219;76.10000879;184.9732903
239.081284;265.181689;71.51482679;277.5718859
242.898869;246.51197;71.81095979;345.7826679
241.153048;231.902435;68.72829279;359.3515454
240.412227;219.549561;66.57744579;337.8886425
239.175698;209.886572;64.83441579;293.6376298
241.100634;202.235079;67.84602779;219.9263803
243.309466;201.072658;67.54723579;123.7437387
235.017508;202.07634;73.67146579;25.28665597
215.02516;209.42414;81.30688379;0
208.185885;205.407331;79.84432079;0
203.935298;207.043331;76.88462979;0
194.978449;206.486484;74.87995879;0
180.693076;205.693861;62.87234379;0
163.987235;196.174828;57.11736579;0
146.516321;194.937621;47.74780679;0
134.1139;189.010233;33.24363579;0
129.833693;189.87932;25.62670679;0
129.228139;193.994011;22.29376379;0
129.21562;195.86117;20.36504879;0
130.655537;197.070515;23.60930079;0
137.618153;210.340365;34.66510679;0
164.312331;257.907273;59.32214479;22.22548624
201.912485;272.727686;84.70130479;107.0587025
230.022301;260.947958;76.10000879;219.0134873
240.452468;239.800639;71.51482679;293.6914433
259.332128;230.137616;71.81095979;330.8239281
298.242266;251.228856;68.72829279;333.5143636
291.09389;225.181862;66.57744579;309.7059746
284.353558;212.630747;64.83441579;266.3519418
282.254198;201.246696;67.84602779;198.3395949
282.260372;201.795497;67.54723579;102.7269858
273.619496;208.062553;73.67146579;22.32677606
251.460077;213.790493;81.30688379;0
239.961359;204.836798;79.84432079;0
233.472713;201.770345;76.88462979;0
222.592025;198.197365;74.87995879;0
184.665925;179.271106;62.87234379;0
164.991347;166.287624;57.11736579;0
135.857225;163.681373;47.74780679;0
120.665346;157.615523;33.24363579;0
116.166905;157.271086;25.62670679;0
115.347465;160.220623;22.29376379;0
115.24843;161.032218;20.36504879;0
116.588065;162.49314;23.60930079;0
123.485132;172.036722;34.66510679;0
150.914261;212.231175;59.32214479;32.81187664
192.001964;230.25168;84.70130479;133.8320069
222.844474;227.227033;76.10000879;230.6726943
236.054468;219.828957;71.51482679;304.7014791
251.421855;213.765087;71.81095979;345.9222116
291.458375;247.398643;68.72829279;359.7082056
284.140643;221.32743;66.57744579;340.4122774
279.385433;212.624975;64.83441579;292.2706603
279.025091;208.29942;67.84602779;210.989163
279.050504;206.79406;67.54723579;111.1803001
267.210507;203.511877;73.67146579;23.0118033
245.78573;206.106654;81.30688379;0
234.481845;193.588839;79.84432079;0
228.550542;190.689781;76.88462979;0
218.161217;187.271027;74.87995879;0
181.959875;169.698422;62.87234379;0
164.937333;159.26549;57.11736579;0
135.7222;157.095416;47.74780679;0
114.184983;152.77511;37.80437379;0
107.885729;150.179472;28.81356279;0
105.22668;149.744196;23.75287979;0
103.657066;150.814514;20.67593379;0
103.115974;149.401979;20.62219779;0
103.713478;152.016385;23.86522079;0
108.176857;169.754086;26.72724979;22.08442576
119.264894;167.93364;38.87036679;118.7852416
137.110213;168.520484;58.31001779;216.9028912
153.79161;159.7315;79.84078879;280.2584858
186.176987;150.651294;85.93912179;326.6002756
214.416899;165.427417;85.77913879;329.5205711
209.385373;132.936441;77.87953379;302.4265093
207.417381;118.502579;72.00793779;258.0007829
207.483844;112.765623;67.43307579;206.5644566
204.887757;107.078293;64.47647179;110.1019057
202.574803;112.535466;65.67318679;26.34871218
199.768511;122.736912;72.71389679;0
190.416222;129.071199;70.22469279;0
187.207775;128.828775;67.61147379;0
181.202302;128.834214;67.85872479;0
155.428336;117.41878;59.11437979;0
143.91939;113.51514;50.89197279;0
119.603249;112.729982;42.08344879;0
112.858651;111.75417;37.80437379;0
107.072108;111.574958;28.81356279;0
104.431471;113.613215;23.75287979;0
103.251534;115.533159;20.67593379;0
102.519683;118.266527;20.62219779;0
102.861716;124.441221;23.86522079;0
106.337266;131.574221;26.72724979;40.09754644
116.051756;139.727185;38.87036679;128.9883261
128.825429;145.32471;58.31001779;212.3120333
137.838123;147.107007;79.84078879;284.4337296
163.511056;144.928991;85.93912179;333.580625
187.188866;164.382161;85.77913879;358.4036496
181.901808;144.978497;77.87953379;343.0280979
179.034245;138.910419;72.00793779;297.3349797
179.481016;134.998265;67.43307579;223.0755855
182.071788;140.312788;64.47647179;128.1553257
185.729071;146.879102;65.67318679;31.00939595
185.31503;155.607617;72.71389679;0
181.083931;156.28865;70.22469279;0
181.858323;159.227573;67.61147379;0
178.851734;159.993459;67.85872479;0
153.142084;152.134225;59.11437979;0
142.444621;146.092099;50.89197279;0
118.797967;148.140314;42.08344879;0
120.766334;148.689998;33.24363579;0
116.338443;151.227044;25.62670679;0
115.596513;157.431601;22.29376379;0
115.523793;161.24085;20.36504879;0
116.881537;164.277245;23.60930079;0
123.82847;179.600663;34.66510679;0
151.354331;223.526924;59.32214479;51.33443978
192.26652;241.170759;84.70130479;155.9028438
222.834012;232.962973;76.10000879;258.168043
235.710482;216.840441;71.51482679;311.5622108
248.673191;201.216235;71.81095979;352.5369003
277.920831;212.490221;68.72829279;349.702451
271.359948;181.073525;66.57744579;328.8909433
268.536033;170.661592;64.83441579;274.2147487
267.475849;159.012326;67.84602779;208.6196131
267.738127;155.239225;67.54723579;89.49246567
258.458935;158.543959;73.67146579;19.7391014
238.821162;168.69031;81.30688379;0
230.127233;169.935443;79.84432079;0
225.014491;172.50325;76.88462979;0
215.355499;174.279814;74.87995879;0
181.932846;163.83365;62.87234379;0
164.968199;156.67994;57.11736579;0
135.847388;156.967827;47.74780679;0
118.08548;152.068339;33.24363579;0
113.671646;153.642863;25.62670679;0
112.941881;158.778908;22.29376379;0
112.883153;161.522464;20.36504879;0
114.253961;163.586731;23.60930079;0
121.21347;178.023508;34.66510679;0.308922854
148.752331;219.820527;59.32214479;40.50073599
189.823201;240.332953;84.70130479;134.2235103
220.585597;237.813667;76.10000879;217.3963502
233.674298;230.085964;71.51482679;280.9588083
239.259652;219.437567;71.81095979;332.8661994
239.242466;209.924663;68.72829279;350.2115533
239.181631;201.870739;66.57744579;340.522619
236.799621;194.726323;64.83441579;293.1630372
237.574932;192.259505;67.84602779;221.9409865
238.553535;193.266135;67.54723579;130.139203
227.306519;192.695445;73.67146579;37.39771893
206.859674;199.655705;81.30688379;0
196.834655;190.592886;79.84432079;0
192.321534;192.472988;76.88462979;0
183.134257;192.443876;74.87995879;0
169.591105;191.615412;62.87234379;0
154.154665;183.751076;57.11736579;0
137.805895;184.157865;47.74780679;0
123.7189;178.843898;33.24363579;0
120.281693;181.065141;25.62670679;0
120.324513;185.466655;22.29376379;0
120.951333;188.014927;20.36504879;0
122.961643;189.865286;23.60930079;0
130.430541;203.46037;34.66510679;0.352471067
157.44032;250.864669;59.32214479;56.10772699
195.94052;267.400121;84.70130479;157.7392019
223.040551;256.670109;76.10000879;251.3275406
233.706172;240.876192;71.51482679;302.9849895
239.277065;227.301589;71.81095979;340.738048
239.250031;214.798836;68.72829279;368.9216316
239.212656;205.375732;66.57744579;337.617698
236.918782;198.431099;64.83441579;299.9689897
238.282018;193.060927;67.84602779;231.802019
241.867466;194.449398;67.54723579;139.2658505
233.688005;195.017821;73.67146579;43.36929693
215.80873;203.46134;81.30688379;0
206.929865;196.078275;79.84432079;0
202.566831;195.076825;76.88462979;0
193.507731;192.63161;74.87995879;0
179.105932;190.387004;62.87234379;0
162.326058;180.137551;57.11736579;0
144.766094;178.422691;47.74780679;0
132.203346;171.397257;33.24363579;0
127.789358;171.535518;25.62670679;0
126.89671;173.633651;22.29376379;0
126.770135;173.845321;20.36504879;0
128.084435;174.126135;23.60930079;0
134.974195;183.641726;34.66510679;0.637318941
161.42308;223.828947;59.32214479;60.14470523
199.748325;235.097791;84.70130479;166.5990795
227.174616;222.62582;76.10000879;264.9430858
237.196941;206.125421;71.51482679;327.2101458
254.494821;197.024817;71.81095979;368.1166332
295.647494;224.232383;68.72829279;388.816578
288.306747;196.051012;66.57744579;366.195281
282.804145;185.959786;64.83441579;319.3244205
281.519987;177.247072;67.84602779;242.4009142
281.443209;173.550909;67.54723579;144.8527195
269.641946;172.200064;73.67146579;45.96512778
248.8296;175.891176;81.30688379;0.006230096
237.779213;169.810177;79.84432079;0
231.649195;170.261385;76.88462979;0
221.101287;170.270591;74.87995879;0
183.489767;154.105675;62.87234379;0
164.906466;145.854704;57.11736579;0
135.801774;145.779349;47.74780679;0
120.686914;141.445272;33.24363579;0
116.300951;143.83926;25.62670679;0
115.59237;150.298292;22.29376379;0
115.533866;153.74226;20.36504879;0
116.914226;157.054929;23.60930079;0
123.873505;172.272112;34.66510679;1.211882995
151.384825;213.550651;59.32214479;58.79884951
192.269805;230.637341;84.70130479;151.7533513
222.843739;222.897548;76.10000879;239.5210173
235.772201;208.998421;71.51482679;307.8391096
249.388191;195.213235;71.81095979;353.3874321
282.064168;213.940489;68.72829279;362.0217392
275.917727;185.898167;66.57744579;340.9459521
272.291334;177.097201;64.83441579;296.5681136
272.440219;170.186603;67.84602779;225.6904133
272.668231;168.470593;67.54723579;132.5734339
259.588958;168.791544;73.67146579;42.73485101
241.384974;180.041901;81.30688379;0.134730002
232.937286;179.104814;79.84432079;0
227.467069;180.705459;76.88462979;0
217.514813;181.851207;74.87995879;0
181.995918;167.927812;62.87234379;0
165.014495;160.526812;57.11736579;0
135.910544;160.444523;47.74780679;0
114.462143;155.588965;37.80437379;0
108.20737;154.124207;28.81356279;0
105.600843;155.0026;23.75287979;0
104.076093;156.505881;20.67593379;0
103.579228;157.554433;20.62219779;0
104.207544;162.428815;23.86522079;0.915936718
108.64376;177.124283;26.72724979;38.86369412
119.654347;179.515587;38.87036679;83.67037203
137.477733;182.605874;58.31001779;134.2236987
154.089791;177.619984;79.84078879;194.3173419
185.29896;171.258845;85.93912179;280.4621394
214.912453;191.548864;85.77913879;234.4687052
209.570263;164.060261;77.87953379;249.2487876
209.065166;154.161518;72.00793779;186.4775516
207.960812;147.887123;67.43307579;133.3382757
204.408497;144.842658;64.47647179;85.71036703
200.590172;148.597462;65.67318679;26.58258499
200.247061;161.232543;72.71389679;0.297370522
193.310646;166.943497;70.22469279;0
190.01269;167.437772;67.61147379;0
183.917203;165.965628;67.85872479;0
155.762913;152.673988;59.11437979;0
144.205971;144.599834;50.89197279;0
119.90339;144.153104;42.08344879;0
113.156719;143.172915;37.80437379;0
107.375749;141.376418;28.81356279;0
104.741403;142.697698;23.75287979;0
103.482551;142.911871;20.67593379;0
102.729186;143.690319;20.62219779;0
103.045992;148.118528;23.86522079;1.226550376
106.48451;159.038732;26.72724979;43.99816519
116.149506;161.181863;38.87036679;98.94000881
128.953097;165.779113;58.31001779;182.4899524
137.915299;165.105756;79.84078879;240.6474891
163.77367;161.979588;85.93912179;272.6364666
191.09876;183.726888;85.77913879;291.3075025
184.356235;159.197576;77.87953379;284.0678168
181.84621;150.003795;72.00793779;209.3342471
182.862201;146.030943;67.43307579;166.3367462
185.469788;149.049757;64.47647179;99.86107592
187.390071;154.519518;65.67318679;37.6004212
186.33503;162.81974;72.71389679;0.779515913
182.067931;163.989646;70.22469279;0
182.774323;166.497835;67.61147379;0
179.722814;167.676915;67.85872479;0
153.161769;158.401175;59.11437979;0
142.472355;151.862625;50.89197279;0
118.867048;153.785885;42.08344879;0
111.933724;148.415044;38.32203279;0
106.260481;151.348534;29.49599979;0
104.349275;157.365413;24.36377879;0
103.60104;160.223115;21.19498179;0
104.343096;165.233167;21.40992079;0
107.443085;175.779532;24.39421879;2.688953261
124.749653;206.752039;27.71420479;46.93879602
154.124004;206.76754;40.37769479;110.6629165
183.69345;196.443322;60.22360479;206.3851634
200.637168;184.010348;81.79895079;253.6306082
210.256809;168.782347;87.82939579;250.4913626
239.782992;186.495664;87.58291179;212.8626272
232.771343;157.726344;79.79150079;242.8016155
232.058532;148.021613;74.04460879;230.6629955
229.858391;136.035412;69.46071079;207.6261024
228.779667;137.657986;66.38995779;126.2761744
221.998786;140.067305;67.68325479;41.55570444
213.511512;152.493664;74.92564979;0.976813431
210.756852;153.498546;72.31790579;0
205.312192;159.358347;69.96124479;0
195.321246;159.045496;70.28203579;0
161.234571;151.566983;60.91807379;0
146.179576;146.107722;51.59284179;0
120.326559;152.100775;42.42294279;0
109.183023;150.345103;38.32203279;0
103.418142;151.652552;29.49599979;0
101.407337;152.313577;24.36377879;0
100.590923;151.803692;21.19498179;0
101.2478;151.350161;21.40992079;0
104.270199;159.205815;24.39421879;2.262362345
121.460426;181.93793;27.71420479;42.33064313
150.730139;176.824849;40.37769479;83.63817984
180.321246;163.322901;60.22360479;176.5933352
197.42835;149.863527;81.79895079;170.8488858
201.028933;133.010206;87.82939579;187.5023444
201.538375;123.407498;87.58291179;197.1205114
200.923979;111.085654;79.79150079;185.2579462
200.586235;103.04938;74.04460879;151.0387773
200.243152;92.551455;69.46071079;158.4700648
199.817281;97.245392;66.38995779;123.6992748
193.804664;100.180533;67.68325479;35.11201322
182.02885;105.363617;74.92564979;1.644250078
175.355696;108.961524;72.31790579;0
170.530475;111.001411;69.96124479;0
161.215978;111.93445;70.28203579;0
146.874234;114.711878;60.91807379;0
131.873132;112.8233;51.59284179;0
117.4579;115.724553;42.42294279;0
108.95044;114.21868;38.32203279;0
103.270516;116.471452;29.49599979;0
101.422472;117.609242;24.36377879;0
101.808562;119.362661;21.19498179;0
103.742433;122.038988;21.40992079;0
107.780254;129.945632;24.39421879;5.004084049
124.557313;150.700455;27.71420479;66.03676862
151.784466;152.840244;40.37769479;153.5441536
180.657512;149.045168;60.22360479;224.7604984
197.718247;143.188388;81.79895079;302.0938672
200.752279;133.122764;87.82939579;315.8279582
200.988524;123.628616;87.58291179;298.4189326
200.115685;116.936586;79.79150079;331.0933847
199.421412;110.187048;74.04460879;262.782688
199.03338;104.664978;69.46071079;211.9435264
198.54973;106.556081;66.38995779;132.5045849
192.767025;108.422988;67.68325479;45.17438294
182.991678;116.361126;74.92564979;1.80111443
179.492506;118.063676;72.31790579;0
175.802498;124.271744;69.96124479;0
167.385092;128.057113;70.28203579;0
153.936996;134.234944;60.91807379;0
139.779239;130.198226;51.59284179;0
126.188122;136.822646;42.42294279;0
121.140472;138.484722;38.32203279;0
116.154698;142.000649;29.49599979;0
114.684028;145.93399;24.36377879;0
114.362923;148.741981;21.19498179;0
115.41173;153.133488;21.40992079;0
117.27575;159.644116;24.39421879;4.618380227
132.736049;181.62146;27.71420479;83.61434804
157.824587;181.990117;40.37769479;188.0579327
187.796844;175.700498;60.22360479;275.9074308
202.476136;163.101945;81.79895079;331.795591
217.02498;152.743732;87.82939579;366.8411889
256.806687;179.34429;87.58291179;372.8443334
247.324247;145.656834;79.79150079;336.7873353
245.667827;134.441453;74.04460879;290.5023123
242.14076;120.189044;69.46071079;236.1881804
239.756033;120.333497;66.38995779;158.3608563
231.051108;119.280464;67.68325479;60.43459091
219.988822;124.516814;74.92564979;1.354908638
215.656116;130.28101;72.31790579;0
209.798821;134.691517;69.96124479;0
199.32306;138.324747;70.28203579;0
162.160586;129.910236;60.91807379;0
146.02001;126.496766;51.59284179;0
120.204555;133.117663;42.42294279;0
111.774322;133.673389;38.32203279;0
106.102653;135.956373;29.49599979;0
104.109337;138.379967;24.36377879;0
103.336168;140.009897;21.19498179;0
104.03466;143.465886;21.40992079;0
107.032582;150.493279;24.39421879;5.328911158
124.179671;172.87189;27.71420479;86.49233217
153.598283;174.498813;40.37769479;190.7819009
183.250312;165.167693;60.22360479;277.6922785
200.23862;153.028437;81.79895079;331.5247647
210.338061;137.425022;87.82939579;373.0386117
241.842793;156.644413;87.58291179;377.5651856
234.516027;127.451636;79.79150079;360.2925775
233.87989;119.276127;74.04460879;311.0167952
231.299562;105.514936;69.46071079;244.3576873
229.793459;106.246567;66.38995779;155.3906944
222.936953;107.373935;67.68325479;60.73393106
212.091855;112.70341;74.92564979;2.097951835
208.952558;120.574939;72.31790579;0
203.837146;124.749212;69.96124479;0
193.953019;128.277672;70.28203579;0
160.961727;123.261011;60.91807379;0
145.944921;121.672477;51.59284179;0
120.028337;127.168711;42.42294279;0
112.401677;127.298561;37.80437379;0
106.630365;129.851195;28.81356279;0
104.431766;131.084346;23.75287979;0
103.032345;132.391038;20.67593379;0
102.825366;134.027656;20.62219779;0
104.122898;139.614075;23.86522079;9.032653998
115.002713;158.696318;26.72724979;43.47398167
135.476687;158.833906;38.87036679;54.33780982
163.414944;149.884631;58.31001779;72.65529951
183.496345;139.718176;79.84078879;105.5632697
195.649652;124.453627;85.93912179;181.6485526
222.69102;139.199105;85.77913879;268.8326362
217.559524;111.148833;77.87953379;247.001387
216.631561;101.306493;72.00793779;273.3250996
213.298242;87.48267;67.43307579;170.1003486
210.398721;88.923503;64.47647179;101.4508166
205.07339;88.850341;65.67318679;36.50104574
197.375464;91.722745;72.71389679;3.150717562
193.693018;100.945297;70.22469279;0
188.144808;107.065924;67.61147379;0
180.77927;112.708295;67.85872479;0
154.17536;110.766708;59.11437979;0
142.420874;111.815993;50.89197279;0
118.378058;119.711086;42.08344879;0
111.413033;121.901716;37.80437379;0
106.186101;124.969796;28.81356279;0
104.071454;131.736744;23.75287979;0
103.069225;136.868286;20.67593379;0
102.700227;143.773553;20.62219779;0
103.775983;151.293332;23.86522079;8.891756357
113.830609;177.426863;26.72724979;73.58288229
133.07553;185.982113;38.87036679;120.0774299
156.004228;183.865305;58.31001779;196.7148514
171.474251;181.724178;79.84078879;224.380186
204.193614;211.61038;85.93912179;291.067713
197.314606;184.039905;85.77913879;239.3587526
194.330999;181.533871;77.87953379;260.0811897
193.139364;172.808911;72.00793779;232.1606454
191.920329;171.62177;67.43307579;221.5379552
191.464287;165.196365;64.47647179;117.4782877
188.271438;164.872391;65.67318679;51.48628743
184.20545;178.765815;72.71389679;3.651411595
187.918397;172.078957;70.22469279;0
186.127749;182.498561;67.61147379;0
178.216398;184.072396;67.85872479;0
152.202037;178.622965;59.11437979;0
129.942161;171.694175;50.89197279;0
117.974447;182.951837;42.08344879;0
112.418073;183.471825;38.32203279;0
106.590242;184.562241;29.49599979;0
104.55251;186.238224;24.36377879;0
103.72353;185.668264;21.19498179;0
104.397076;185.149054;21.40992079;0
107.429527;195.523159;24.39421879;10.70468968
124.677904;223.157509;27.71420479;59.6486564
154.222308;225.16831;40.37769479;125.0614284
183.95434;219.14218;60.22360479;207.7524932
204.119574;211.375336;81.79895079;273.1814527
244.118809;233.581664;87.82939579;273.4593701
235.189396;206.439431;87.58291179;214.1750214
231.445089;195.206603;79.79150079;242.9567076
231.395427;183.508014;74.04460879;206.8428724
229.401636;173.000792;69.46071079;153.9820068
228.674085;168.805124;66.38995779;91.46809968
220.550014;166.104536;67.68325479;49.36328583
212.811334;175.542375;74.92564979;4.570463361
210.556525;167.693201;72.31790579;0
205.909544;175.776615;69.96124479;0
192.965352;175.619442;70.28203579;0
161.385109;168.481052;60.91807379;0
135.013524;163.229983;51.59284179;0
120.677356;170.192809;42.42294279;0
118.514895;179.167297;33.24363579;0
114.13213;181.750832;25.62670679;0
113.395432;186.011119;22.29376379;0
113.35099;189.904436;20.36504879;0
114.742744;192.191434;23.60930079;0
121.655175;208.658368;34.66510679;12.947987
149.178715;257.788515;59.32214479;58.46755247
190.223764;279.914678;84.70130479;123.9478852
221.100212;276.514208;76.10000879;175.760337
234.079269;263.768063;71.51482679;200.115791
239.686456;251.340575;71.81095979;204.1956873
239.593066;239.810447;68.72829279;155.3625908
239.51039;229.505682;66.57744579;146.560979
237.200384;221.041091;64.83441579;68.89456902
237.909686;215.35954;67.84602779;38.73731661
238.810617;214.067512;67.54723579;32.02167157
227.477537;211.707785;73.67146579;10.47035733
206.997833;218.618349;81.30688379;1.795009248
197.315708;209.887431;79.84432079;0
194.901467;216.006546;76.88462979;0
187.369599;218.878046;74.87995879;0
174.380343;220.391221;62.87234379;0
158.761004;211.943137;57.11736579;0
142.261598;212.856107;47.74780679;0
127.908026;206.181586;33.24363579;0
124.219723;207.775525;25.62670679;0
124.13682;211.955376;22.29376379;0
124.62881;215.30293;20.36504879;0
126.469592;216.868949;23.60930079;0
132.445203;231.353988;34.66510679;14.50875535
156.730866;279.345679;59.32214479;77.74419142
193.732125;293.751907;84.70130479;143.5680416
223.932112;282.454458;76.10000879;184.8963966
235.285594;262.221853;71.51482679;239.5222496
240.008281;244.083093;71.81095979;294.4860202
239.325276;226.041461;68.72829279;321.2782346
239.108877;212.311622;66.57744579;289.6987861
236.694747;201.941234;64.83441579;204.7086654
237.754655;192.280494;67.84602779;207.3537169
239.737363;189.431598;67.54723579;155.8291655
228.910981;187.80257;73.67146579;66.86190162
212.464564;199.054265;81.30688379;5.008698062
206.359582;198.041355;79.84432079;0
203.105009;203.762513;76.88462979;0
193.722025;198.150997;74.87995879;0
178.958875;193.490078;62.87234379;0
161.809185;179.82866;57.11736579;0
143.898168;174.7446;47.74780679;0
131.092496;166.89141;33.24363579;0
126.437577;164.169466;25.62670679;0
125.50554;165.207666;22.29376379;0
125.274412;162.925323;20.36504879;0
126.446963;161.167795;23.60930079;0
133.170821;166.205106;34.66510679;19.67081571
160.10236;201.170674;59.32214479;80.19396855
200.542525;213.070502;84.70130479;166.1075554
229.823789;204.833339;76.10000879;281.6387731
241.619955;191.340753;71.51482679;337.6529472
294.44331;220.926909;71.81095979;380.0152494
286.31014;180.923171;68.72829279;381.2613187
282.718786;168.930255;66.57744579;361.9215011
275.58746;157.112864;64.83441579;324.5092531
275.998253;143.852389;67.84602779;261.8961106
274.855974;134.448598;67.54723579;146.9207543
260.174384;126.884869;73.67146579;57.65547856
240.573733;126.108738;81.30688379;7.880723126
232.155772;126.98278;79.84432079;0
226.991626;126.505905;76.88462979;0
213.469995;125.465863;74.87995879;0
181.437299;113.522957;62.87234379;0
153.041373;108.000957;57.11736579;0
135.282983;107.30145;47.74780679;0
120.051227;103.81017;33.24363579;0
115.595586;105.478466;25.62670679;0
114.768261;110.483607;22.29376379;0
114.700838;111.83091;20.36504879;0
116.012228;114.108908;23.60930079;0
122.932173;122.240988;34.66510679;16.91308157
150.185847;148.117469;59.32214479;99.66985345
191.029609;159.250612;84.70130479;191.38175
221.647712;154.065376;76.10000879;256.6924995
238.037547;149.122462;71.51482679;298.3405891
270.40459;163.006763;71.81095979;245.3598794
265.557648;140.496822;68.72829279;257.7588395
264.005968;134.461576;66.57744579;229.1000824
261.213033;128.894543;64.83441579;163.2278202
258.962073;123.725485;67.84602779;157.0015801
262.283149;127.344292;67.54723579;73.65921152
252.980935;130.532559;73.67146579;52.82739861
233.936648;135.948879;81.30688379;7.723200742
226.528674;134.727948;79.84432079;0
222.193433;136.749608;76.88462979;0
209.312349;136.680217;74.87995879;0
181.671558;126.378324;62.87234379;0
153.218846;120.295053;57.11736579;0
135.457072;119.868822;47.74780679;0
113.845577;115.743836;37.80437379;0
107.514822;113.724037;28.81356279;0
