Elektrisk;Romoppvarming;Tappevann;Solenergi
144.719207;170.399733;47.74780679;0
120.640108;165.971061;37.80437379;0
111.215706;164.66277;28.81356279;0
107.631084;165.903896;23.75287979;0
105.580951;168.622093;20.67593379;0
104.45061;169.465088;20.62219779;0
104.96883;175.057732;23.86522079;0
107.489253;194.849453;26.72724979;0
116.171043;202.767997;38.87036679;0
136.405852;214.8073;58.31001779;0
157.829988;221.066102;79.84078879;0
182.24478;227.703318;85.93912179;0.500381749
238.429939;254.72288;85.77913879;0.651016006
219.796637;231.86795;77.87953379;0.015575239
216.566114;225.789577;72.00793779;0
226.171879;225.55627;67.43307579;0
225.494273;229.450296;64.47647179;0
221.483673;227.45325;65.67318679;0
216.327238;229.746863;72.71389679;0
206.5959;220.383825;70.22469279;0
201.946725;220.030687;67.61147379;0
194.877388;214.013629;67.85872479;0
163.054386;195.430951;59.11437979;0
153.750016;182.239229;50.89197279;0
128.923995;181.773219;42.08344879;0
119.750751;181.439706;37.80437379;0
110.744784;179.095554;28.81356279;0
107.009092;178.288517;23.75287979;0
105.211211;179.194262;20.67593379;0
103.81107;178.537953;20.62219779;0
103.965106;181.430536;23.86522079;0
105.445181;200.695478;26.72724979;0
112.657856;200.028195;38.87036679;0
127.754348;208.207178;58.31001779;0
141.471316;209.592874;79.84078879;0.448458708
175.050422;211.307321;85.93912179;10.72032851
217.943834;244.156935;85.77913879;11.70137342
210.797454;217.053648;77.87953379;3.049866081
205.547473;202.998713;72.00793779;0
205.770486;201.626991;67.43307579;0
207.64592;204.09248;64.47647179;0
205.494388;204.515156;65.67318679;0
201.561255;206.945882;72.71389679;0
194.319126;201.221351;70.22469279;0
193.402913;199.518732;67.61147379;0
189.139512;196.247834;67.85872479;0
159.676329;179.601876;59.11437979;0
151.683594;168.933182;50.89197279;0
127.340571;168.916214;42.08344879;0
124.685053;167.759785;33.24363579;0
117.861622;168.808438;25.62670679;0
116.009489;172.865963;22.29376379;0
115.633716;175.750288;20.36504879;0
116.790331;177.451698;23.60930079;0
122.526377;190.528864;34.66510679;0
148.270983;239.304411;59.32214479;0
191.81382;263.95725;84.70130479;0
225.542166;266.133586;76.10000879;0
242.157194;262.06365;71.51482679;0
262.092755;262.732724;71.81095979;0.074698692
300.524084;291.06803;68.72829279;0.694705864
293.946781;263.207768;66.57744579;0
289.463235;253.55168;64.83441579;0
286.396068;254.605415;67.84602779;0
287.330822;255.061729;67.54723579;0
280.411703;249.159961;73.67146579;0
261.315375;252.113196;81.30688379;0
248.203779;234.949943;79.84432079;0
239.73642;235.70434;76.88462979;0
229.568561;232.135787;74.87995879;0
193.327476;213.108907;62.87234379;0
175.914732;200.644932;57.11736579;0
145.171073;199.463661;47.74780679;0
122.59817;193.587099;33.24363579;0
115.791144;196.559475;25.62670679;0
113.908183;200.171253;22.29376379;0
113.521661;204.503426;20.36504879;0
114.708009;207.03405;23.60930079;0
120.439328;223.919868;34.66510679;0
146.305397;283.31345;59.32214479;0
189.947737;312.880804;84.70130479;0
223.840124;317.141591;76.10000879;0
241.453559;313.206573;71.51482679;0.049840766
248.012215;305.121761;71.81095979;10.68922823
246.866866;291.108284;68.72829279;23.54452335
248.159093;284.951857;66.57744579;9.020286398
247.586872;277.809684;64.83441579;0
247.840715;282.068388;67.84602779;0
251.698076;284.287876;67.54723579;0
247.25026;276.89426;73.67146579;0
230.390207;281.168274;81.30688379;0
219.285885;260.717134;79.84432079;0
212.595708;261.659264;76.88462979;0
204.013998;258.954241;74.87995879;0
190.939685;255.661611;62.87234379;0
175.262338;241.804897;57.11736579;0
156.181998;239.437844;47.74780679;0
136.412165;232.424681;33.24363579;0
129.774738;233.400813;25.62670679;0
128.111082;236.600331;22.29376379;0
127.863596;239.652538;20.36504879;0
129.182327;240.825288;23.60930079;0
135.0503;256.769383;34.66510679;0
161.034065;320.903268;59.32214479;0
204.710737;348.589339;84.70130479;0
238.708366;349.062828;76.10000879;0
255.19184;342.47107;71.51482679;0.308922854
259.719139;326.478817;71.81095979;30.24893841
256.82561;305.077584;68.72829279;18.06254097
256.527535;291.784961;66.57744579;23.51103297
255.012648;282.875008;64.83441579;0.068077123
254.493961;285.354255;67.84602779;0
257.347966;283.006075;67.54723579;0
252.188732;274.366948;73.67146579;0
234.668617;277.979422;81.30688379;0
222.844075;257.536556;79.84432079;0
215.522828;255.634631;76.88462979;0
206.465471;251.951517;74.87995879;0
192.936526;248.394775;62.87234379;0
176.88588;234.048817;57.11736579;0
157.464073;230.498424;47.74780679;0
140.147602;223.975649;33.24363579;0
133.359902;224.813197;25.62670679;0
131.530558;227.642248;22.29376379;0
131.131554;230.042053;20.36504879;0
132.289955;230.633464;23.60930079;0
138.032074;245.470766;34.66510679;0
163.821873;304.960223;59.32214479;0
207.392334;331.192847;84.70130479;0
241.180805;331.039854;76.10000879;0
257.507151;322.48545;71.51482679;0.959484931
278.821985;318.470417;71.81095979;80.65869979
314.395666;330.518653;68.72829279;94.22442992
305.471398;292.796301;66.57744579;75.13030398
299.458396;278.752941;64.83441579;0.503559254
295.633843;278.701587;67.84602779;0
295.668812;276.516828;67.54723579;0
287.791207;267.953381;73.67146579;0
267.869375;270.342702;81.30688379;0
253.994779;252.287144;79.84432079;0
244.90742;251.276656;76.88462979;0
234.306663;248.185147;74.87995879;0
197.535505;228.811197;62.87234379;0
176.013598;211.14929;57.11736579;0
145.321523;209.627711;47.74780679;0
125.534308;206.879338;33.24363579;0
118.921175;213.546259;25.62670679;0
117.333157;222.870938;22.29376379;0
117.155271;233.569142;20.36504879;0
119.030849;240.597517;23.60930079;0
127.4674;272.057476;34.66510679;0
156.337106;350.508913;59.32214479;0
202.728969;401.344446;84.70130479;0
239.333551;426.34281;76.10000879;0
257.686765;433.39915;71.51482679;1.101681903
288.310793;454.000433;71.81095979;77.1111376
325.064572;503.340734;68.72829279;93.90190145
319.277256;481.224754;66.57744579;70.8090935
314.660132;469.373582;64.83441579;0.715007766
310.546422;479.177881;67.84602779;0
310.188238;475.905532;67.54723579;0
302.164009;458.63991;73.67146579;0
282.536465;464.02198;81.30688379;0
269.345756;423.193836;79.84432079;0
260.502718;424.401236;76.88462979;0
249.80747;418.963694;74.87995879;0
206.56301;388.009942;62.87234379;0
177.93059;355.166675;57.11736579;0
147.28329;353.3469;47.74780679;0
123.262872;341.783794;37.80437379;0
113.711523;338.594042;28.81356279;0
110.797294;339.713723;23.75287979;0
110.797156;345.937902;20.67593379;0
111.677826;346.223291;20.62219779;0
113.924393;353.841192;23.86522079;0
117.862106;398.990226;26.72724979;0
127.752459;397.777287;38.87036679;0
149.047805;411.496949;58.31001779;0
170.130555;409.273232;79.84078879;1.42962406
198.604525;397.723948;85.93912179;78.5786129
238.958841;416.013799;85.77913879;97.47409626
231.876982;369.474013;77.87953379;71.54264991
226.98324;341.651808;72.00793779;1.094481492
226.326872;334.441324;67.43307579;0
226.718596;333.71432;64.47647179;0
224.001933;334.433845;65.67318679;0
220.945771;340.537962;72.71389679;0
215.473695;327.137995;70.22469279;0
210.499705;327.166994;67.61147379;0
203.094113;320.468541;67.85872479;0
169.432302;295.238681;59.11437979;0
154.581717;266.979349;50.89197279;0
129.820424;265.167744;42.08344879;0
120.69057;266.32707;37.80437379;0
111.752656;260.476274;28.81356279;0
108.153848;258.791915;23.75287979;0
106.45821;259.590681;20.67593379;0
105.151182;258.233982;20.62219779;0
105.789491;262.97588;23.86522079;0
109.318829;290.756484;26.72724979;0
118.465716;293.389281;38.87036679;0
135.232515;305.956518;58.31001779;0
149.789704;309.167243;79.84078879;2.187272181
174.244339;315.715605;85.93912179;85.18217534
215.824939;347.280099;85.77913879;98.16602835
209.35612;322.611115;77.87953379;80.2697638
206.080366;315.314308;72.00793779;1.465064004
207.413496;311.597466;67.43307579;0
210.421532;321.746462;64.47647179;0
210.224492;323.808155;65.67318679;0
209.222612;331.398864;72.71389679;0
207.892224;319.382812;70.22469279;0
207.171429;324.022622;67.61147379;0
202.774204;316.143695;67.85872479;0
169.28953;299.604983;59.11437979;0
153.3812;273.141774;50.89197279;0
129.256453;275.453791;42.08344879;0
126.522406;279.76543;33.24363579;0
119.744134;283.972312;25.62670679;0
118.029131;289.575626;22.29376379;0
118.141503;298.340783;20.36504879;0
121.900791;304.552979;23.60930079;0
130.08545;335.177511;34.66510679;0
158.515147;428.765644;59.32214479;0
204.518088;477.77252;84.70130479;0
240.672597;492.418924;76.10000879;0
258.271054;486.429071;71.51482679;2.001526996
287.675849;494.770146;71.81095979;94.49202848
326.14288;529.673368;68.72829279;110.0294055
317.835314;500.19256;66.57744579;91.75302588
312.895531;485.369219;64.83441579;1.722784305
308.650688;482.833675;67.84602779;0
308.970147;485.705779;67.54723579;0
300.097477;458.574782;73.67146579;0
279.549625;455.064643;81.30688379;0
265.301598;410.759084;79.84432079;0
255.558142;402.687871;76.88462979;0
244.037671;390.390658;74.87995879;0
202.480419;360.309346;62.87234379;0
177.022172;325.551674;57.11736579;0
146.256116;320.272989;47.74780679;0
123.526566;309.54438;33.24363579;0
116.603408;310.198645;25.62670679;0
114.601776;307.599508;22.29376379;0
114.055966;306.614151;20.36504879;0
115.179064;303.883545;23.60930079;0
120.998779;316.65038;34.66510679;0
148.294094;401.394327;59.32214479;0
193.439133;427.743954;84.70130479;0
228.616662;416.54775;76.10000879;0
246.195411;396.726195;71.51482679;2.54409517
252.473649;379.794079;71.81095979;75.73027467
251.76462;355.670096;68.72829279;96.78528254
250.806489;338.494536;66.57744579;82.04816504
246.443046;296.629163;64.83441579;34.21154811
245.589632;273.391405;67.84602779;0
251.183762;276.972665;67.54723579;0
246.429189;263.906029;73.67146579;0
229.150917;262.048777;81.30688379;0
217.549937;244.380967;79.84432079;0
210.456903;238.677049;76.88462979;0
201.599905;232.045745;74.87995879;0
188.197159;229.664731;62.87234379;0
172.26623;213.009216;57.11736579;0
153.025175;207.902222;47.74780679;0
133.42291;202.775937;33.24363579;0
126.998176;202.808317;25.62670679;0
125.541367;205.529663;22.29376379;0
125.483364;207.144284;20.36504879;0
126.866483;207.16654;23.60930079;0
132.869666;219.587255;34.66510679;0
158.857164;272.415346;59.32214479;0
202.591014;296.006585;84.70130479;0
236.491705;296.370302;76.10000879;0
252.899609;288.808103;71.51482679;3.15909239
257.116971;275.914357;71.81095979;79.97042698
253.37614;245.905097;68.72829279;99.632095
254.39821;241.076703;66.57744579;80.42630693
251.640738;229.657854;64.83441579;30.28801426
250.045791;224.669174;67.84602779;0
254.995719;233.256076;67.54723579;0
249.95868;228.39363;73.67146579;0
232.437917;230.699907;81.30688379;0
220.6372;215.661046;79.84432079;0
213.368192;214.992741;76.88462979;0
204.391521;213.126897;74.87995879;0
190.90126;210.166938;62.87234379;0
174.947259;199.380842;57.11736579;0
155.514821;197.359186;47.74780679;0
138.048186;191.022456;33.24363579;0
131.095419;191.096412;25.62670679;0
129.121489;194.017489;22.29376379;0
128.610609;195.179131;20.36504879;0
129.650695;195.585175;23.60930079;0
135.285151;206.498362;34.66510679;0
160.885116;254.758505;59.32214479;0
204.295222;275.569329;84.70130479;0
237.826309;272.536093;76.10000879;0
252.8068;263.052125;71.51482679;4.041155054
269.426476;231.29417;71.81095979;55.63532943
308.523413;252.06538;68.72829279;48.27667846
300.911768;219.55851;66.57744579;42.84333012
295.344688;210.814265;64.83441579;12.00941741
291.716687;209.673291;67.84602779;0
292.201436;213.99079;67.54723579;0
284.292615;205.963569;73.67146579;0
264.165919;203.757132;81.30688379;0
249.945528;190.465283;79.84432079;0
240.584912;185.90757;76.88462979;0
229.787735;180.825393;74.87995879;0
192.821842;162.303315;62.87234379;0
175.308462;150.644681;57.11736579;0
144.301767;147.074279;47.74780679;0
124.24864;141.512953;33.24363579;0
117.399451;141.114083;25.62670679;0
115.511047;144.359015;22.29376379;0
115.101664;144.808866;20.36504879;0
116.184017;144.655621;23.60930079;0
121.921841;152.969616;34.66510679;0
147.477215;188.882745;59.32214479;0
190.823784;204.980416;84.70130479;0
224.309624;202.359446;76.10000879;0
240.93428;196.806942;71.51482679;2.967571039
255.347336;189.344933;71.81095979;9.162424241
293.611231;199.969316;68.72829279;16.79199511
286.907236;162.981344;66.57744579;15.91864076
282.487786;153.006948;64.83441579;4.917321106
280.407497;156.422668;67.84602779;0
281.9432;161.71646;67.54723579;0
275.320071;160.672652;73.67146579;0
256.260378;162.330706;81.30688379;0
242.940949;154.563389;79.84432079;0
234.488097;154.057202;76.88462979;0
224.545715;153.156973;74.87995879;0
191.266785;139.663531;62.87234379;0
175.285314;132.875045;57.11736579;0
144.303054;131.699239;47.74780679;0
120.179702;129.454795;37.80437379;0
110.81395;129.650034;28.81356279;0
107.291907;132.541634;23.75287979;0
105.298294;135.775385;20.67593379;0
104.201688;139.008402;20.62219779;0
104.743098;146.188834;23.86522079;0
107.29595;160.938927;26.72724979;0
116.012242;174.521606;38.87036679;0
136.274451;188.372493;58.31001779;0
157.639152;197.057858;79.84078879;4.203341644
193.800276;184.957761;85.93912179;85.00787317
235.291437;209.998223;85.77913879;125.1641572
230.143093;179.253333;77.87953379;106.1831277
225.343087;168.939535;72.00793779;59.02729542
222.243327;166.302394;67.43307579;0
223.959389;183.022529;64.47647179;0
219.938305;184.223582;65.67318679;0
214.541888;188.422357;72.71389679;0
203.334655;184.050189;70.22469279;0
198.941731;184.338571;67.61147379;0
192.167236;181.222468;67.85872479;0
162.366047;166.470603;59.11437979;0
153.565127;157.641514;50.89197279;0
128.660106;157.718042;42.08344879;0
119.491937;157.414116;37.80437379;0
110.495323;155.739049;28.81356279;0
106.824385;156.562979;23.75287979;0
105.06449;158.305666;20.67593379;0
103.663397;158.649803;20.62219779;0
103.84074;162.861254;23.86522079;0
105.323996;177.901149;26.72724979;0
112.566452;181.741354;38.87036679;0
127.665421;190.319858;58.31001779;0
141.329982;193.362485;79.84078879;3.750984944
171.864856;176.88213;85.93912179;124.7448381
212.877558;199.481695;85.77913879;142.7759531
207.152168;160.555132;77.87953379;123.5856109
203.028581;142.820553;72.00793779;70.13581044
201.602864;138.851133;67.43307579;0
206.415611;154.009476;64.47647179;0
204.207614;156.156214;65.67318679;0
199.832621;158.770184;72.71389679;0
190.250183;157.555672;70.22469279;0
189.44924;155.499649;67.61147379;0
185.265703;154.450496;67.85872479;0
159.223665;139.675005;59.11437979;0
151.267585;132.942235;50.89197279;0
126.792853;132.418022;42.08344879;0
124.123931;129.731706;33.24363579;0
117.25885;129.817255;25.62670679;0
115.354781;133.716078;22.29376379;0
114.969377;134.580179;20.36504879;0
116.090434;135.353188;23.60930079;0
121.845841;144.031724;34.66510679;0
147.436883;177.659968;59.32214479;0
190.811499;194.428021;84.70130479;0
224.338647;194.007148;76.10000879;0
240.954703;190.417646;71.51482679;4.250004905
254.326616;172.849036;71.81095979;130.1924423
289.511322;192.367436;68.72829279;146.3959521
283.634794;162.698681;66.57744579;128.2452284
279.28501;153.515963;64.83441579;73.84976502
277.049562;152.844496;67.84602779;0
279.627251;161.352027;67.54723579;0
273.24458;160.323691;73.67146579;0
254.406246;161.955777;81.30688379;0
241.283212;153.575252;79.84432079;0
233.005208;153.206393;76.88462979;0
223.268119;152.942198;74.87995879;0
191.293814;141.491289;62.87234379;0
175.277602;133.248459;57.11736579;0
144.294767;132.443859;47.74780679;0
121.601783;128.026538;33.24363579;0
114.734795;128.93138;25.62670679;0
112.871427;134.168616;22.29376379;0
112.479592;136.289076;20.36504879;0
113.596647;138.015111;23.60930079;0
119.350742;148.752172;34.66510679;0
144.975407;185.032744;59.32214479;0
188.402902;205.173794;84.70130479;0
221.976209;207.003763;76.10000879;0
238.61354;204.53094;71.51482679;5.233377447
244.440434;199.243379;71.81095979;70.96334465
243.706466;196.990268;68.72829279;59.94952127
243.489632;194.513233;66.57744579;31.26431349
241.257549;190.626752;64.83441579;14.30002376
239.644175;192.536262;67.84602779;0
242.571637;194.736751;67.54723579;0
237.982662;192.863348;73.67146579;0
222.068619;200.339332;81.30688379;0
211.603707;192.571917;79.84432079;0
204.935784;188.204073;76.88462979;0
196.912199;186.999735;74.87995879;0
184.411231;187.576037;62.87234379;0
169.012245;177.141962;57.11736579;0
150.384789;176.367394;47.74780679;0
131.51233;174.434375;33.24363579;0
125.761613;180.633031;25.62670679;0
124.637911;187.153858;22.29376379;0
125.010447;193.710745;20.36504879;0
126.837955;198.578038;23.60930079;0
133.173363;217.93991;34.66510679;0
159.549559;273.46233;59.32214479;0
203.704217;306.175981;84.70130479;0
237.996905;316.457818;76.10000879;0
254.298692;313.808486;71.51482679;6.027889756
259.207649;304.534325;71.81095979;67.89530799
257.843129;297.947275;68.72829279;82.30307136
257.72006;292.432668;66.57744579;75.93926835
255.9219;285.233339;64.83441579;37.06826336
254.928013;288.026234;67.84602779;0
258.517148;293.220165;67.54723579;0
253.61578;289.170199;73.67146579;0
236.30688;296.804706;81.30688379;0
224.745715;273.470449;79.84432079;0
217.734819;276.600101;76.88462979;0
208.901442;276.106759;74.87995879;0
195.61693;272.644017;62.87234379;0
179.713678;259.714589;57.11736579;0
160.456414;258.731354;47.74780679;0
143.057716;251.345171;33.24363579;0
136.158323;252.918812;25.62670679;0
134.295633;256.817196;22.29376379;0
133.815786;261.042011;20.36504879;0
134.940375;262.635289;23.60930079;0
140.603357;281.128878;34.66510679;0
166.507124;351.714985;59.32214479;0
210.137495;383.336362;84.70130479;0
243.834755;384.619538;76.10000879;0
258.57253;368.892574;71.51482679;8.861576194
277.007559;341.666886;71.81095979;78.82805534
311.342884;329.836992;68.72829279;100.6761468
301.997314;280.660305;66.57744579;87.17820271
295.998996;262.557728;64.83441579;62.60574038
291.172826;253.056729;67.84602779;0
294.105628;267.040215;67.54723579;0
286.17916;255.399313;73.67146579;0
265.97989;253.455135;81.30688379;0
251.707378;236.2882;79.84432079;0
242.32714;230.450333;76.88462979;0
231.478481;223.919643;74.87995879;0
194.459051;206.255628;62.87234379;0
175.462786;189.063532;57.11736579;0
144.559569;184.398811;47.74780679;0
124.553626;178.473524;33.24363579;0
117.692435;176.896065;25.62670679;0
115.812584;178.2648;22.29376379;0
115.39428;177.296403;20.36504879;0
116.504595;175.729792;23.60930079;0
122.226968;183.621477;34.66510679;0
147.851094;226.852159;59.32214479;0
191.26134;243.322423;84.70130479;0
224.793239;237.618113;76.10000879;0
241.099836;221.992213;71.51482679;25.83616247
253.640659;181.019994;71.81095979;43.92032473
292.822894;208.274875;68.72829279;36.68452355
287.234431;176.608518;66.57744579;27.55833446
282.76336;170.517353;64.83441579;17.66596405
277.37304;159.176842;67.84602779;0
281.617059;154.637598;67.54723579;0
275.048538;153.145561;73.67146579;0
255.926921;154.875913;81.30688379;0
242.473876;149.26943;79.84432079;0
233.952157;147.624099;76.88462979;0
224.000189;146.869853;74.87995879;0
191.131634;135.073551;62.87234379;0
175.169574;127.966694;57.11736579;0
144.195285;127.206659;47.74780679;0
120.050342;125.829301;37.80437379;0
110.667655;125.610915;28.81356279;0
107.144444;127.489462;23.75287979;0
105.162357;130.162739;20.67593379;0
104.060309;132.267028;20.62219779;0
104.593046;138.299824;23.86522079;0
107.133646;151.053553;26.72724979;0
115.853743;163.371625;38.87036679;0
136.099388;175.495926;58.31001779;0.486230754
157.395808;180.617757;79.84078879;17.38971403
192.997953;163.549177;85.93912179;34.7092062
232.710251;181.594214;85.77913879;33.86428207
228.268431;147.283243;77.87953379;24.2766655
223.958842;143.484064;72.00793779;12.69598487
220.122359;129.158937;67.43307579;0.04361067
223.367745;146.312431;64.47647179;0
219.349046;149.265903;65.67318679;0
213.625537;153.28359;72.71389679;0
200.735084;152.657786;70.22469279;0
196.424914;152.502749;67.61147379;0
189.722669;151.625005;67.85872479;0
162.06099;138.303977;59.11437979;0
153.287783;132.800552;50.89197279;0
128.292735;132.849285;42.08344879;0
119.141208;133.604964;37.80437379;0
110.251855;134.051347;28.81356279;0
106.663916;136.420503;23.75287979;0
104.987626;139.604144;20.67593379;0
103.643397;142.334824;20.62219779;0
103.870426;148.78606;23.86522079;0
105.41321;160.607913;26.72724979;0
112.683606;171.151827;38.87036679;0
127.810217;182.636832;58.31001779;0
141.435318;187.707628;79.84078879;6.589481701
171.8251;171.063277;85.93912179;20.4397998
210.792339;193.199228;85.77913879;37.86660332
205.534521;166.017629;77.87953379;45.50645732
202.253427;164.444166;72.00793779;49.54091057
203.174774;168.473183;67.43307579;0.827869977
205.605447;184.319309;64.47647179;0
203.708093;185.996434;65.67318679;0
199.906857;191.426257;72.71389679;0
192.84396;187.30486;70.22469279;0
192.320743;188.761547;67.61147379;0
188.411014;186.767393;67.85872479;0
159.774738;175.008332;59.11437979;0
151.813021;166.373764;50.89197279;0
127.568683;167.84025;42.08344879;0
124.924327;168.364585;33.24363579;0
118.089262;170.118731;25.62670679;0
116.244401;175.103273;22.29376379;0
115.856872;178.821553;20.36504879;0
117.027591;181.18107;23.60930079;0
122.760532;196.265499;34.66510679;0
148.542518;246.022864;59.32214479;0
192.096938;271.679465;84.70130479;0
225.846243;274.841604;76.10000879;0.976813431
242.163609;266.044808;71.51482679;74.96516737
255.359553;219.789287;71.81095979;113.8856495
293.61974;231.400452;68.72829279;123.3561557
286.531431;190.642853;66.57744579;90.66071803
281.96536;184.403863;64.83441579;23.98528865
275.53304;169.885926;67.84602779;1.711231972
281.066138;173.413238;67.54723579;0
274.99206;171.703458;73.67146579;0
255.924649;173.427468;81.30688379;0
242.602673;168.256536;79.84432079;0
234.126683;166.568748;76.88462979;0
224.176805;164.96806;74.87995879;0
191.203713;153.963403;62.87234379;0
175.239018;145.870736;57.11736579;0
144.261604;144.24146;47.74780679;0
121.604783;140.491336;33.24363579;0
114.813592;141.272545;25.62670679;0
113.014448;145.962169;22.29376379;0
112.67846;147.976083;20.36504879;0
113.84633;149.110265;23.60930079;0
119.613898;160.172627;34.66510679;0
145.31361;198.024828;59.32214479;0
188.803979;218.523072;84.70130479;0
222.498581;221.917581;76.10000879;1.020361644
238.975082;216.512126;71.51482679;12.04631392
244.040203;188.424423;71.81095979;30.64680345
242.861585;169.708636;68.72829279;13.43637921
242.145794;149.81346;66.57744579;15.81109185
239.550975;134.065611;64.83441579;13.02112873
238.159126;127.088243;67.84602779;0.642578721
241.50315;139.246403;67.54723579;0
236.671059;140.759611;73.67146579;0
219.157302;145.381637;81.30688379;0
207.167936;141.16114;79.84432079;0
199.86486;142.14104;76.88462979;0
191.525613;143.901352;74.87995879;0
179.283756;145.849316;62.87234379;0
164.508884;140.794516;57.11736579;0
146.144054;141.856823;47.74780679;0
127.134494;139.10316;33.24363579;0
121.186044;141.290422;25.62670679;0
120.090815;146.785818;22.29376379;0
120.355526;149.447797;20.36504879;0
121.971117;151.064615;23.60930079;0
128.151355;161.744191;34.66510679;0
154.15175;198.167798;59.32214479;0
197.855381;216.91734;84.70130479;0
231.264966;216.935915;76.10000879;1.156782449
245.454421;202.564244;71.51482679;47.76604485
247.931526;167.78115;71.81095979;28.30167987
245.458048;145.801497;68.72829279;65.29885477
245.186431;139.998512;66.57744579;73.74096241
243.93636;138.39013;64.83441579;53.23925199
243.16504;135.129972;67.84602779;2.469725494
248.016037;130.969121;67.54723579;0
243.249527;129.040981;73.67146579;0
225.693116;129.002307;81.30688379;0
213.558054;124.71061;79.84432079;0
206.144876;121.521091;76.88462979;0
197.191231;119.581468;74.87995879;0
183.666331;120.611005;62.87234379;0
167.69079;112.888389;57.11736579;0
