Month;Date;Hours;Oslo;Kr.sand;Bergen;Molde;Tr.heim;Tromsø
1;09.01.2020;04 - 05;255.63;255.63;255.63;230;230;230
1;09.01.2020;05 - 06;258.69;258.69;258.69;245.38;245.38;245.38
1;09.01.2020;06 - 07;262.24;262.24;262.24;255.04;255.04;255.04
1;09.01.2020;07 - 08;273.08;273.08;273.08;257.7;257.7;257.7
1;09.01.2020;08 - 09;278.5;278.5;278.5;259.87;259.87;259.87
1;09.01.2020;09 - 10;279.09;279.09;279.09;261.64;261.64;261.64
1;09.01.2020;10 - 11;279.98;279.98;279.98;262.63;262.63;262.63
1;09.01.2020;11 - 12;279.69;279.69;279.69;263.32;263.32;263.32
1;09.01.2020;12 - 13;278.9;278.9;278.9;265.19;265.19;265.19
1;09.01.2020;13 - 14;279.69;279.69;279.69;265.79;265.79;265.79
1;09.01.2020;14 - 15;280.97;280.97;280.97;267.46;267.46;267.46
1;09.01.2020;15 - 16;283.53;283.53;283.53;268.84;268.84;268.84
1;09.01.2020;16 - 17;285.7;285.7;285.7;269.63;269.63;266.97
1;09.01.2020;17 - 18;285.01;285.01;285.01;269.43;269.43;265.69
1;09.01.2020;18 - 19;283.04;283.04;283.04;269.63;269.63;265.29
1;09.01.2020;19 - 20;279.29;279.29;279.29;269.93;269.93;265.1
1;09.01.2020;20 - 21;272.49;272.49;272.49;269.83;269.83;264.5
1;09.01.2020;21 - 22;271.6;271.6;271.6;271.6;271.6;263.32
1;09.01.2020;22 - 23;265.19;265.19;265.19;265.19;265.19;261.94
1;09.01.2020;23 - 00;260.36;260.36;260.36;260.36;260.36;260.17
1;10.01.2020;00 - 01;257.4;257.4;257.4;257.4;257.4;257.4
1;10.01.2020;01 - 02;256.81;256.81;256.81;256.21;256.21;256.21
1;10.01.2020;02 - 03;254.83;254.83;254.83;254.83;254.83;254.83
1;10.01.2020;03 - 04;255.62;255.62;255.62;255.62;255.62;255.62
1;10.01.2020;04 - 05;258.68;258.68;258.68;258.68;258.68;258.68
1;10.01.2020;05 - 06;266.09;266.09;266.09;266.09;266.09;266.09
1;10.01.2020;06 - 07;278.92;278.92;278.92;261.25;261.25;261.25
1;10.01.2020;07 - 08;291.17;291.17;291.17;259.37;259.37;259.37
1;10.01.2020;08 - 09;294.92;294.92;294.92;260.86;260.86;260.86
1;10.01.2020;09 - 10;294.13;294.13;294.13;261.15;261.15;261.15
1;10.01.2020;10 - 11;293.04;293.04;293.04;261.05;261.05;261.05
1;10.01.2020;11 - 12;290.97;290.97;290.97;261.15;261.15;261.15
1;10.01.2020;12 - 13;282.77;282.77;282.77;261.25;261.25;261.25
1;10.01.2020;13 - 14;280.9;280.9;280.9;261.15;261.15;261.15
1;10.01.2020;14 - 15;278.73;278.73;278.73;260.95;260.95;260.95
1;10.01.2020;15 - 16;284.85;284.85;284.85;260.86;260.86;260.86
1;10.01.2020;16 - 17;297.09;297.09;292.55;259.57;259.57;259.57
1;10.01.2020;17 - 18;295.12;295.12;292.55;258.09;258.09;258.09
1;10.01.2020;18 - 19;291.17;291.17;291.17;262.34;262.34;262.34
1;10.01.2020;19 - 20;287.32;287.32;287.32;261.65;261.65;261.65
1;10.01.2020;20 - 21;272.51;272.51;272.51;261.25;261.25;261.25
1;10.01.2020;21 - 22;267.08;267.08;267.08;263.13;263.13;263.13
1;10.01.2020;22 - 23;260.86;260.86;260.86;260.86;260.86;260.86
1;10.01.2020;23 - 00;257.4;257.4;257.4;255.52;255.52;255.52
1;11.01.2020;00 - 01;261.65;261.65;261.65;261.65;261.65;261.65
1;11.01.2020;01 - 02;259.38;259.38;259.38;256.62;256.62;256.62
1;11.01.2020;02 - 03;257.9;257.9;257.9;254.65;254.65;254.65
1;11.01.2020;03 - 04;253.96;253.96;253.96;252.58;252.58;252.58
1;11.01.2020;04 - 05;250.61;250.61;250.61;250.61;250.61;250.61
1;11.01.2020;05 - 06;249.72;249.72;249.72;249.72;249.72;249.72
1;11.01.2020;06 - 07;251.1;251.1;251.1;249.03;249.03;249.03
1;11.01.2020;07 - 08;250.61;250.61;250.61;250.61;250.61;250.61
1;11.01.2020;08 - 09;253.17;253.17;253.17;253.17;253.17;253.17
1;11.01.2020;09 - 10;255.73;255.73;255.73;255.04;255.04;255.04
1;11.01.2020;10 - 11;254.95;254.95;254.95;254.95;254.95;254.95
1;11.01.2020;11 - 12;251.89;251.89;251.89;251.89;251.89;251.89
1;11.01.2020;12 - 13;248.44;248.44;248.44;248.44;248.44;248.44
1;11.01.2020;13 - 14;246.66;246.66;246.66;246.66;246.66;246.66
1;11.01.2020;14 - 15;245.28;245.28;245.28;245.28;245.28;245.28
1;11.01.2020;15 - 16;248.24;248.24;248.24;248.24;248.24;248.24
1;11.01.2020;16 - 17;251.99;251.99;251.99;251.99;251.99;251.99
1;11.01.2020;17 - 18;252.97;252.97;252.97;252.97;252.97;252.97
1;11.01.2020;18 - 19;250.7;250.7;250.7;250.7;250.7;250.7
1;11.01.2020;19 - 20;244.39;244.39;244.39;244.39;244.39;244.39
1;11.01.2020;20 - 21;237.78;237.78;237.78;237.78;237.78;237.78
1;11.01.2020;21 - 22;234.73;234.73;234.73;228.42;228.42;228.42
1;11.01.2020;22 - 23;231.47;231.47;231.47;210.37;210.37;210.37
1;11.01.2020;23 - 00;230.59;230.59;230.59;190.44;190.44;190.44
1;12.01.2020;00 - 01;231.6;231.6;231.6;198.87;198.87;198.87
1;12.01.2020;01 - 02;227.74;227.74;227.74;191.55;191.55;191.55
1;12.01.2020;02 - 03;231.11;231.11;231.11;181.56;181.56;181.56
1;12.01.2020;03 - 04;227.35;227.35;227.35;181.36;181.36;181.36
1;12.01.2020;04 - 05;223.1;223.1;223.1;179.68;179.68;179.68
1;12.01.2020;05 - 06;225.67;225.67;225.67;184.53;184.53;184.53
1;12.01.2020;06 - 07;234.57;234.57;234.57;177.9;177.9;177.9
1;12.01.2020;07 - 08;237.14;237.14;237.14;180.18;180.18;180.18
1;12.01.2020;08 - 09;240.01;240.01;240.01;218.55;218.55;218.55
1;12.01.2020;09 - 10;244.75;244.75;244.75;236.64;236.64;236.64
1;12.01.2020;10 - 11;246.93;246.93;246.93;239.61;239.61;239.61
1;12.01.2020;11 - 12;247.42;247.42;247.42;245.64;245.64;245.64
1;12.01.2020;12 - 13;247.52;247.52;247.52;241.79;241.79;241.79
1;12.01.2020;13 - 14;246.83;246.83;246.83;241.39;241.39;241.39
1;12.01.2020;14 - 15;246.93;246.93;246.93;246.63;246.63;246.63
1;12.01.2020;15 - 16;249.9;249.9;249.9;249.9;249.9;249.9
1;12.01.2020;16 - 17;254.05;254.05;254.05;254.05;254.05;254.05
1;12.01.2020;17 - 18;262.06;262.06;262.06;262.06;262.06;262.06
1;12.01.2020;18 - 19;263.74;263.74;263.74;263.74;263.74;263.74
1;12.01.2020;19 - 20;258.7;258.7;258.7;258.7;258.7;258.7
1;12.01.2020;20 - 21;253.36;253.36;253.36;253.36;253.36;253.36
1;12.01.2020;21 - 22;252.47;252.47;252.47;252.47;252.47;252.47
1;12.01.2020;22 - 23;251.97;251.97;251.97;251.97;251.97;251.97
1;12.01.2020;23 - 00;246.63;246.63;246.63;240.01;240.01;240.01
1;13.01.2020;00 - 01;246.43;246.43;246.43;222.7;222.7;222.7
1;13.01.2020;01 - 02;242.68;242.68;242.68;236.45;236.45;236.45
1;13.01.2020;02 - 03;243.86;243.86;243.86;236.94;236.94;236.94
1;13.01.2020;03 - 04;245.74;245.74;245.74;239.91;239.91;239.91
1;13.01.2020;04 - 05;250.49;250.49;250.49;247.32;247.32;247.32
1;13.01.2020;05 - 06;258.7;258.7;258.7;257.02;257.02;257.02
1;13.01.2020;06 - 07;274.91;274.91;274.91;254.05;254.05;254.05
1;13.01.2020;07 - 08;280.85;280.85;280.85;252.47;252.47;252.47
1;13.01.2020;08 - 09;289.65;289.65;289.65;253.26;253.26;253.26
1;13.01.2020;09 - 10;285.69;285.69;285.69;253.85;253.85;253.85
1;13.01.2020;10 - 11;282.73;282.73;282.73;254.15;254.15;254.15
1;13.01.2020;11 - 12;280.35;280.35;280.35;252.86;252.86;252.86
1;13.01.2020;12 - 13;278.97;278.97;278.97;252.47;252.47;252.47
1;13.01.2020;13 - 14;277.58;277.58;277.58;252.37;252.37;252.37
1;13.01.2020;14 - 15;277.58;277.58;277.58;252.86;252.86;252.86
1;13.01.2020;15 - 16;279.27;279.27;279.27;252.86;252.86;252.86
1;13.01.2020;16 - 17;280.95;280.95;280.95;253.06;253.06;253.06
1;13.01.2020;17 - 18;279.96;279.96;279.96;254.15;254.15;254.15
1;13.01.2020;18 - 19;276.69;276.69;276.69;254.44;254.44;254.44
1;13.01.2020;19 - 20;270.86;270.86;270.86;254.64;254.64;254.64
1;13.01.2020;20 - 21;261.86;261.86;261.86;254.64;254.64;254.64
1;13.01.2020;21 - 22;257.51;257.51;257.51;256.92;256.92;256.92
1;13.01.2020;22 - 23;250.59;250.59;250.59;250.59;250.59;250.59
1;13.01.2020;23 - 00;231.4;231.4;231.4;231.4;231.4;231.4
1;14.01.2020;00 - 01;229.29;229.29;229.29;219.98;219.98;219.98
1;14.01.2020;01 - 02;211.16;211.16;211.16;183.83;183.83;183.83
1;14.01.2020;02 - 03;202.54;202.54;202.54;182.24;182.24;182.24
1;14.01.2020;03 - 04;204.33;204.33;204.33;181.75;181.75;181.75
1;14.01.2020;04 - 05;212.75;212.75;212.75;183.23;183.23;183.23
1;14.01.2020;05 - 06;218.69;218.69;218.69;201.16;201.16;201.16
1;14.01.2020;06 - 07;243.95;243.95;243.95;243.95;243.95;243.95
1;14.01.2020;07 - 08;253.06;253.06;253.06;253.06;253.06;253.06
1;14.01.2020;08 - 09;255.93;255.93;255.93;255.93;255.93;255.93
1;14.01.2020;09 - 10;255.43;255.43;255.43;255.43;255.43;255.43
1;14.01.2020;10 - 11;254.94;254.94;254.94;254.64;254.64;254.64
1;14.01.2020;11 - 12;253.85;253.85;253.85;253.55;253.55;253.55
1;14.01.2020;12 - 13;252.66;252.66;252.66;252.66;252.66;252.66
1;14.01.2020;13 - 14;253.55;253.55;253.55;253.55;253.55;253.55
1;14.01.2020;14 - 15;255.14;255.14;255.14;255.14;255.14;255.14
1;14.01.2020;15 - 16;259.5;259.5;259.5;255.53;255.53;255.53
1;14.01.2020;16 - 17;262.96;262.96;262.96;256.82;256.82;256.82
1;14.01.2020;17 - 18;266.23;266.23;266.23;257.22;257.22;257.22
1;14.01.2020;18 - 19;261.97;261.97;261.97;258.01;258.01;258.01
1;14.01.2020;19 - 20;256.52;256.52;256.52;256.52;256.52;256.52
1;14.01.2020;20 - 21;248.8;248.8;248.8;248.8;248.8;248.8
1;14.01.2020;21 - 22;240.97;240.97;240.97;235.92;235.92;235.92
1;14.01.2020;22 - 23;237.11;237.11;237.11;220.87;220.87;220.87
1;14.01.2020;23 - 00;233.05;233.05;233.05;189.37;189.37;189.37
1;15.01.2020;00 - 01;233.47;233.47;233.47;190.24;190.24;190.24
1;15.01.2020;01 - 02;228.62;228.62;228.62;186.28;186.28;186.28
1;15.01.2020;02 - 03;221.3;221.3;221.3;184.21;184.21;184.21
1;15.01.2020;03 - 04;216.56;216.56;216.56;183.91;183.91;183.91
1;15.01.2020;04 - 05;219.92;219.92;219.92;185.69;185.69;185.69
1;15.01.2020;05 - 06;225.06;225.06;225.06;191.43;191.43;191.43
1;15.01.2020;06 - 07;241.19;241.19;241.19;241.19;241.19;241.19
1;15.01.2020;07 - 08;248.31;248.31;248.31;248.31;248.31;248.31
1;15.01.2020;08 - 09;252.07;252.07;252.07;252.07;252.07;252.07
1;15.01.2020;09 - 10;252.37;252.37;252.37;252.37;252.37;252.37
1;15.01.2020;10 - 11;250.69;250.69;250.69;250.69;250.69;250.69
1;15.01.2020;11 - 12;247.12;247.12;247.12;247.12;247.12;247.12
1;15.01.2020;12 - 13;247.82;247.82;247.82;247.82;247.82;247.82
1;15.01.2020;13 - 14;248.51;248.51;248.51;248.51;248.51;248.51
1;15.01.2020;14 - 15;249.7;249.7;249.7;249.7;249.7;249.7
1;15.01.2020;15 - 16;256.62;256.62;256.62;254.15;254.15;254.15
1;15.01.2020;16 - 17;263.45;263.45;263.45;254.45;254.45;254.45
1;15.01.2020;17 - 18;266.02;266.02;266.02;253.75;253.75;253.75
1;15.01.2020;18 - 19;261.37;261.37;261.37;253.85;253.85;253.85
1;15.01.2020;19 - 20;254.25;254.25;254.25;254.25;254.25;254.25
1;15.01.2020;20 - 21;248.61;248.61;248.61;248.61;248.61;248.61
