Month;Date;Hours;Oslo;Kr.sand;Bergen;Molde;Tr.heim;Tromsø
1;02.01.2019;03 - 04;468.91;468.91;468.91;467.52;467.52;467.52
1;02.01.2019;04 - 05;471.79;471.79;471.79;468.72;468.72;468.72
1;02.01.2019;05 - 06;476.26;476.26;476.26;472.69;472.69;472.69
1;02.01.2019;06 - 07;490.75;490.75;490.75;475.96;475.96;475.96
1;02.01.2019;07 - 08;497.4;497.4;497.4;492.74;492.74;492.74
1;02.01.2019;08 - 09;503.66;503.66;503.66;495.91;495.91;495.91
1;02.01.2019;09 - 10;503.66;503.66;503.66;503.66;503.66;503.66
1;02.01.2019;10 - 11;503.16;503.16;503.16;496.21;496.21;496.21
1;02.01.2019;11 - 12;498.99;498.99;498.99;498.79;498.79;498.79
1;02.01.2019;12 - 13;495.71;495.71;495.71;495.71;495.71;495.71
1;02.01.2019;13 - 14;497.4;497.4;497.4;496.01;496.01;496.01
1;02.01.2019;14 - 15;505.54;505.54;505.54;505.54;505.54;505.54
1;02.01.2019;15 - 16;519.93;519.93;519.93;519.93;519.93;519.93
1;02.01.2019;16 - 17;542.67;542.67;542.67;542.67;542.67;542.67
1;02.01.2019;17 - 18;551.7;551.7;551.7;551.7;551.7;551.7
1;02.01.2019;18 - 19;549.81;549.81;549.81;549.81;549.81;549.81
1;02.01.2019;19 - 20;544.95;544.95;544.95;544.95;544.95;544.95
1;02.01.2019;20 - 21;534.63;534.63;534.63;534.63;534.63;534.63
1;02.01.2019;21 - 22;523.21;523.21;523.21;523.21;523.21;523.21
1;02.01.2019;22 - 23;517.06;517.06;517.06;517.06;517.06;517.06
1;02.01.2019;23 - 00;503.85;503.85;503.85;503.85;503.85;503.85
1;03.01.2019;00 - 01;495.67;495.67;495.67;493.39;493.39;493.39
1;03.01.2019;01 - 02;484.37;484.37;484.37;484.37;484.37;484.37
1;03.01.2019;02 - 03;478.63;478.63;478.63;478.63;478.63;478.63
1;03.01.2019;03 - 04;479.52;479.52;479.52;479.52;479.52;479.52
1;03.01.2019;04 - 05;483.38;483.38;483.38;483.38;483.38;483.38
1;03.01.2019;05 - 06;491.51;491.51;491.51;491.51;491.51;491.51
1;03.01.2019;06 - 07;506.96;506.96;506.96;506.96;506.96;506.96
1;03.01.2019;07 - 08;534.11;534.11;534.11;534.11;534.11;534.11
1;03.01.2019;08 - 09;583.15;583.15;561.45;544.51;544.51;544.51
1;03.01.2019;09 - 10;585.92;585.92;562.34;537.67;537.67;537.67
1;03.01.2019;10 - 11;576.51;576.51;562.54;532.92;532.92;532.92
1;03.01.2019;11 - 12;609.01;609.01;561.55;527.57;527.57;527.57
1;03.01.2019;12 - 13;614.26;614.26;560.96;526.58;526.58;526.58
1;03.01.2019;13 - 14;625.36;625.36;560.76;521.23;521.23;521.23
1;03.01.2019;14 - 15;630.8;630.8;560.86;521.43;521.43;521.43
1;03.01.2019;15 - 16;655.18;655.18;561.45;522.02;522.02;522.02
1;03.01.2019;16 - 17;677.77;677.77;562.05;523.61;523.61;523.61
1;03.01.2019;17 - 18;689.06;689.06;561.35;520.93;520.93;520.93
1;03.01.2019;18 - 19;650.62;650.62;560.46;517.46;517.46;517.46
1;03.01.2019;19 - 20;609.4;609.4;560.07;518.45;518.45;518.45
1;03.01.2019;20 - 21;555.21;555.21;555.21;528.46;528.46;528.46
1;03.01.2019;21 - 22;539.36;539.36;539.36;535.69;535.69;535.69
1;03.01.2019;22 - 23;516.08;516.08;516.08;516.08;516.08;516.08
1;03.01.2019;23 - 00;495.17;495.17;495.17;495.17;495.17;495.17
1;04.01.2019;00 - 01;496.79;496.79;496.79;495.69;495.69;495.69
1;04.01.2019;01 - 02;483.77;483.77;483.77;476.81;476.81;476.81
1;04.01.2019;02 - 03;474.22;474.22;474.22;467.86;467.86;467.86
1;04.01.2019;03 - 04;473.53;473.53;473.53;467.66;467.66;467.66
1;04.01.2019;04 - 05;471.44;471.44;471.44;471.44;471.44;471.44
1;04.01.2019;05 - 06;482.87;482.87;482.87;482.87;482.87;482.87
1;04.01.2019;06 - 07;505.63;505.63;505.63;505.63;505.63;505.63
1;04.01.2019;07 - 08;520.05;520.05;520.05;516.47;516.47;516.47
1;04.01.2019;08 - 09;541.12;541.12;541.12;522.93;522.93;522.93
1;04.01.2019;09 - 10;538.53;538.53;538.53;528.69;528.69;528.69
1;04.01.2019;10 - 11;535.75;535.75;535.75;532.07;532.07;532.07
1;04.01.2019;11 - 12;526.9;526.9;526.9;526.9;526.9;526.9
1;04.01.2019;12 - 13;514.28;514.28;514.28;514.28;514.28;514.28
1;04.01.2019;13 - 14;512.89;512.89;512.89;512.89;512.89;512.89
1;04.01.2019;14 - 15;511;511;511;511;511;511
1;04.01.2019;15 - 16;513.78;513.78;513.78;513.78;513.78;513.78
1;04.01.2019;16 - 17;522.73;522.73;522.73;522.73;522.73;522.73
1;04.01.2019;17 - 18;530.18;530.18;530.18;530.18;530.18;530.18
1;04.01.2019;18 - 19;524.92;524.92;524.92;524.92;524.92;524.92
1;04.01.2019;19 - 20;514.78;514.78;514.78;514.78;514.78;514.78
1;04.01.2019;20 - 21;507.32;507.32;507.32;507.32;507.32;507.32
1;04.01.2019;21 - 22;501.46;501.46;501.46;501.46;501.46;501.46
1;04.01.2019;22 - 23;494.9;494.9;494.9;494.9;494.9;494.9
1;04.01.2019;23 - 00;487.24;487.24;487.24;487.24;487.24;487.24
1;05.01.2019;00 - 01;477.81;477.81;477.81;477.81;477.81;477.81
1;05.01.2019;01 - 02;468.93;468.93;468.93;468.93;468.93;468.93
1;05.01.2019;02 - 03;465.67;465.67;465.67;465.67;465.67;465.67
1;05.01.2019;03 - 04;463.8;463.8;463.8;463.8;463.8;463.8
1;05.01.2019;04 - 05;463.89;463.89;463.89;463.89;463.89;463.89
1;05.01.2019;05 - 06;467.05;467.05;467.05;467.05;467.05;467.05
1;05.01.2019;06 - 07;469.62;469.62;469.62;469.62;469.62;469.62
1;05.01.2019;07 - 08;475.83;475.83;475.83;475.83;475.83;475.83
1;05.01.2019;08 - 09;493.3;493.3;493.3;493.3;493.3;493.3
1;05.01.2019;09 - 10;500.6;500.6;500.6;500.6;500.6;500.6
1;05.01.2019;10 - 11;502.58;502.58;502.58;502.58;502.58;502.58
1;05.01.2019;11 - 12;503.47;503.47;503.47;503.47;503.47;503.47
1;05.01.2019;12 - 13;506.82;506.82;506.82;506.82;506.82;506.82
1;05.01.2019;13 - 14;510.57;510.57;510.57;510.57;510.57;510.57
1;05.01.2019;14 - 15;512.35;512.35;512.35;512.35;512.35;512.35
1;05.01.2019;15 - 16;525.17;525.17;525.17;525.17;525.17;525.17
1;05.01.2019;16 - 17;545.31;545.31;545.31;545.31;545.31;545.31
1;05.01.2019;17 - 18;551.33;551.33;551.33;551.33;551.33;551.33
1;05.01.2019;18 - 19;545.31;545.31;545.31;545.31;545.31;545.31
1;05.01.2019;19 - 20;530.9;530.9;530.9;530.9;530.9;530.9
1;05.01.2019;20 - 21;520.54;520.54;520.54;520.54;520.54;520.54
1;05.01.2019;21 - 22;512.15;512.15;512.15;512.15;512.15;512.15
1;05.01.2019;22 - 23;504.55;504.55;504.55;504.55;504.55;504.55
1;05.01.2019;23 - 00;495.47;495.47;495.47;495.47;495.47;495.47
1;06.01.2019;00 - 01;493.66;493.66;493.66;493.66;493.66;493.66
1;06.01.2019;01 - 02;481.29;481.29;481.29;481.29;481.29;481.29
1;06.01.2019;02 - 03;479.13;479.13;479.13;479.13;479.13;479.13
1;06.01.2019;03 - 04;477.66;477.66;477.66;477.66;477.66;477.66
1;06.01.2019;04 - 05;469.42;469.42;469.42;469.42;469.42;469.42
1;06.01.2019;05 - 06;478.25;478.25;478.25;478.25;478.25;478.25
1;06.01.2019;06 - 07;484.73;484.73;484.73;484.73;484.73;484.73
1;06.01.2019;07 - 08;487.38;487.38;487.38;487.38;487.38;487.38
1;06.01.2019;08 - 09;495.13;495.13;495.13;495.13;495.13;495.13
1;06.01.2019;09 - 10;507.31;507.31;507.31;507.31;507.31;507.31
1;06.01.2019;10 - 11;513.88;513.88;513.88;513.88;513.88;513.88
1;06.01.2019;11 - 12;518.01;518.01;518.01;518.01;518.01;518.01
1;06.01.2019;12 - 13;518.89;518.89;518.89;518.89;518.89;518.89
1;06.01.2019;13 - 14;514.77;514.77;514.77;514.77;514.77;514.77
1;06.01.2019;14 - 15;505.74;505.74;505.74;505.74;505.74;505.74
1;06.01.2019;15 - 16;506.23;506.23;506.23;506.23;506.23;506.23
1;06.01.2019;16 - 17;523.01;523.01;523.01;523.01;523.01;523.01
1;06.01.2019;17 - 18;542.35;542.35;542.35;524.29;524.29;524.29
1;06.01.2019;18 - 19;532.53;532.53;532.53;521.15;521.15;521.15
1;06.01.2019;19 - 20;519.28;519.28;519.28;516.53;516.53;516.53
1;06.01.2019;20 - 21;509.96;509.96;509.96;509.96;509.96;509.96
1;06.01.2019;21 - 22;506.23;506.23;506.23;506.23;506.23;506.23
1;06.01.2019;22 - 23;497.78;497.78;497.78;497.78;497.78;497.78
1;06.01.2019;23 - 00;493.07;493.07;493.07;490.23;490.23;490.23
1;07.01.2019;00 - 01;477.27;477.27;477.27;477.27;477.27;477.27
1;07.01.2019;01 - 02;472.56;472.56;472.56;470.99;470.99;470.99
1;07.01.2019;02 - 03;472.75;472.75;472.75;469.61;469.61;469.61
1;07.01.2019;03 - 04;467.55;467.55;467.55;460.97;460.97;460.97
1;07.01.2019;04 - 05;472.07;472.07;472.07;472.07;472.07;472.07
1;07.01.2019;05 - 06;490.62;490.62;490.62;489.54;489.54;489.54
1;07.01.2019;06 - 07;517.71;517.71;517.71;517.71;517.71;517.71
1;07.01.2019;07 - 08;557.47;557.47;557.47;519.77;519.77;519.77
1;07.01.2019;08 - 09;568.76;568.76;568.76;524.58;524.58;524.58
1;07.01.2019;09 - 10;558.55;558.55;558.55;524.68;524.68;524.68
1;07.01.2019;10 - 11;552.46;552.46;552.46;525.07;525.07;525.07
1;07.01.2019;11 - 12;545.39;545.39;545.39;526.35;526.35;526.35
1;07.01.2019;12 - 13;541.27;541.27;541.27;526.84;526.84;526.84
1;07.01.2019;13 - 14;531.65;531.65;531.65;528.71;528.71;528.71
1;07.01.2019;14 - 15;527.43;527.43;527.43;527.43;527.43;527.43
1;07.01.2019;15 - 16;522.72;522.72;522.72;522.72;522.72;522.72
1;07.01.2019;16 - 17;522.82;522.82;522.82;522.82;522.82;522.82
1;07.01.2019;17 - 18;520.26;514.47;520.26;520.26;520.26;520.26
1;07.01.2019;18 - 19;503.77;502.59;503.77;503.77;503.77;503.77
1;07.01.2019;19 - 20;499.55;497.88;499.55;499.55;499.55;499.55
1;07.01.2019;20 - 21;496.7;496.7;496.7;496.7;496.7;496.7
1;07.01.2019;21 - 22;491.11;491.11;491.11;491.11;491.11;491.11
1;07.01.2019;22 - 23;482.08;482.08;482.08;482.08;482.08;482.08
1;07.01.2019;23 - 00;470.69;470.69;470.69;458.91;458.91;458.91
1;08.01.2019;00 - 01;465.32;465.32;465.32;461.09;461.09;461.09
1;08.01.2019;01 - 02;462.37;462.37;462.37;455.2;455.2;455.2
1;08.01.2019;02 - 03;454.8;454.8;454.8;454.22;454.22;454.22
1;08.01.2019;03 - 04;454.61;454.61;454.61;454.61;454.61;454.61
1;08.01.2019;04 - 05;458.73;458.73;458.73;458.73;458.73;458.73
1;08.01.2019;05 - 06;470.13;470.13;470.13;470.13;470.13;470.13
1;08.01.2019;06 - 07;491.94;491.94;491.94;491.94;491.94;491.94
1;08.01.2019;07 - 08;504.02;504.02;504.02;504.02;504.02;504.02
1;08.01.2019;08 - 09;507.85;507.85;507.85;507.85;507.85;507.85
1;08.01.2019;09 - 10;505.69;505.69;505.69;505.69;505.69;505.69
1;08.01.2019;10 - 11;505.69;505.69;505.69;505.69;505.69;505.69
1;08.01.2019;11 - 12;503.04;503.04;503.04;503.04;503.04;503.04
1;08.01.2019;12 - 13;499.79;499.79;499.79;499.79;499.79;499.79
1;08.01.2019;13 - 14;497.34;497.34;497.34;497.34;497.34;497.34
1;08.01.2019;14 - 15;498.03;498.03;498.03;498.03;498.03;498.03
1;08.01.2019;15 - 16;497.93;497.93;497.93;497.93;497.93;497.93
1;08.01.2019;16 - 17;502.45;502.45;502.45;502.45;502.45;502.45
1;08.01.2019;17 - 18;501.46;501.46;501.46;501.46;501.46;501.46
1;08.01.2019;18 - 19;497.24;497.24;497.24;497.24;497.24;497.24
1;08.01.2019;19 - 20;490.95;490.95;490.95;490.95;490.95;490.95
1;08.01.2019;20 - 21;488.3;488.3;488.3;488.3;488.3;488.3
1;08.01.2019;21 - 22;486.14;486.14;486.14;486.14;486.14;486.14
1;08.01.2019;22 - 23;481.62;481.62;481.62;481.62;481.62;481.62
1;08.01.2019;23 - 00;474.16;474.16;474.16;456.28;456.28;456.28
1;09.01.2019;00 - 01;458.55;458.55;458.55;447.11;447.11;447.11
1;09.01.2019;01 - 02;456.79;456.79;456.79;434.02;434.02;434.02
1;09.01.2019;02 - 03;454.84;454.84;454.84;428.74;428.74;428.74
1;09.01.2019;03 - 04;454.25;454.25;454.25;429.33;429.33;429.33
1;09.01.2019;04 - 05;453.17;453.17;453.17;445.16;445.16;445.16
1;09.01.2019;05 - 06;469.4;469.4;469.4;469.4;469.4;469.4
1;09.01.2019;06 - 07;483.37;483.37;483.37;483.37;483.37;483.37
1;09.01.2019;07 - 08;495.88;495.88;495.88;495.88;495.88;495.88
1;09.01.2019;08 - 09;498.23;498.23;498.23;498.23;498.23;498.23
1;09.01.2019;09 - 10;497.84;497.84;497.84;497.84;497.84;497.84
1;09.01.2019;10 - 11;498.62;498.62;498.62;498.62;498.62;498.62
1;09.01.2019;11 - 12;498.03;498.03;498.03;498.03;498.03;498.03
1;09.01.2019;12 - 13;496.08;496.08;496.08;496.08;496.08;496.08
1;09.01.2019;13 - 14;495.39;495.39;495.39;495.39;495.39;495.39
1;09.01.2019;14 - 15;497.25;497.25;497.25;497.25;497.25;497.25
1;09.01.2019;15 - 16;502.53;502.53;502.53;502.53;502.53;502.53
1;09.01.2019;16 - 17;524.71;524.71;524.71;524.71;524.71;524.71
1;09.01.2019;17 - 18;533.51;533.51;533.51;533.51;533.51;533.51
1;09.01.2019;18 - 19;529.6;529.6;529.6;529.6;529.6;529.6
1;09.01.2019;19 - 20;529.6;529.6;529.6;529.6;529.6;529.6
1;09.01.2019;20 - 21;517.77;517.77;517.77;517.77;517.77;517.77
1;09.01.2019;21 - 22;505.07;505.07;505.07;505.07;505.07;505.07
1;09.01.2019;22 - 23;498.03;498.03;498.03;498.03;498.03;498.03
1;09.01.2019;23 - 00;488.26;488.26;488.26;488.26;488.26;488.26
1;10.01.2019;00 - 01;493.69;493.69;493.69;490.76;490.76;490.76
1;10.01.2019;01 - 02;488.51;488.51;488.51;487.15;487.15;487.15
1;10.01.2019;02 - 03;484.31;484.31;484.31;484.31;484.31;484.31
1;10.01.2019;03 - 04;488.51;488.51;488.51;484.12;484.12;484.12
1;10.01.2019;04 - 05;488.12;488.12;488.12;484.12;484.12;484.12
1;10.01.2019;05 - 06;507.28;507.28;507.28;486.46;486.46;486.46
1;10.01.2019;06 - 07;553.32;553.32;553.32;493.21;493.21;493.21
1;10.01.2019;07 - 08;692.6;692.6;692.6;492.91;492.91;492.91
1;10.01.2019;08 - 09;774.41;774.41;774.41;494.18;494.18;494.18
1;10.01.2019;09 - 10;773.82;773.82;773.82;493.11;493.11;493.11
1;10.01.2019;10 - 11;767.76;767.76;767.76;491.06;491.06;491.06
1;10.01.2019;11 - 12;756.91;756.91;756.91;490.86;490.86;490.86
1;10.01.2019;12 - 13;680.87;680.87;680.87;489.79;489.79;489.79
1;10.01.2019;13 - 14;621.74;621.74;621.74;489.98;489.98;489.98
1;10.01.2019;14 - 15;585.87;585.87;585.87;488.91;488.91;488.91
1;10.01.2019;15 - 16;576.78;576.78;576.78;488.32;488.32;488.32
1;10.01.2019;16 - 17;582.25;582.25;582.25;487.44;487.44;487.44
1;10.01.2019;17 - 18;578.73;578.73;578.73;488.03;488.03;488.03
1;10.01.2019;18 - 19;551.07;551.07;551.07;487.93;487.93;487.93
1;10.01.2019;19 - 20;530.54;530.54;530.54;487.54;487.54;487.54
1;10.01.2019;20 - 21;515.88;515.88;515.88;487.73;487.73;487.73
1;10.01.2019;21 - 22;508.36;508.36;508.36;490.08;490.08;490.08
1;10.01.2019;22 - 23;493.4;493.4;493.4;488.61;488.61;488.61
1;10.01.2019;23 - 00;483.24;483.24;483.24;470.24;470.24;470.24
1;11.01.2019;00 - 01;466.98;466.98;466.98;466.98;466.98;466.98
1;11.01.2019;01 - 02;454.68;454.68;454.68;454.68;454.68;454.68
1;11.01.2019;02 - 03;458.09;458.09;458.09;446.48;446.48;446.48
1;11.01.2019;03 - 04;463.46;463.46;463.46;427.64;427.64;427.64
1;11.01.2019;04 - 05;453.8;453.8;453.8;451.36;451.36;451.36
1;11.01.2019;05 - 06;465.51;465.51;465.51;465.51;465.51;465.51
1;11.01.2019;06 - 07;488.65;488.65;488.65;488.06;488.06;488.06
1;11.01.2019;07 - 08;517.64;517.64;517.64;485.52;485.52;485.52
1;11.01.2019;08 - 09;529.55;529.55;529.55;487.67;487.67;487.67
1;11.01.2019;09 - 10;524.08;524.08;524.08;487.67;487.67;487.67
1;11.01.2019;10 - 11;523.49;523.49;523.49;485.72;485.72;485.72
1;11.01.2019;11 - 12;520.47;520.47;520.47;484.55;484.55;484.55
1;11.01.2019;12 - 13;506.51;506.51;506.51;484.55;484.55;484.55
1;11.01.2019;13 - 14;495.87;495.87;495.87;483.47;483.47;483.47
1;11.01.2019;14 - 15;481.52;481.52;481.52;480.84;480.84;480.84
1;11.01.2019;15 - 16;478.98;478.98;478.98;478.98;478.98;478.98
1;11.01.2019;16 - 17;483.57;483.57;483.57;483.57;483.57;483.57
1;11.01.2019;17 - 18;502.8;502.8;502.8;482.69;482.69;482.69
1;11.01.2019;18 - 19;492.35;492.35;492.35;483.08;483.08;483.08
1;11.01.2019;19 - 20;484.55;484.55;484.55;483.57;483.57;483.57
1;11.01.2019;20 - 21;483.47;483.47;483.47;477.62;477.62;477.62
1;11.01.2019;21 - 22;477.62;477.62;477.62;471.86;471.86;471.86
1;11.01.2019;22 - 23;468.44;468.44;468.44;464.05;464.05;464.05
1;11.01.2019;23 - 00;462.68;462.68;462.68;439.55;439.55;439.55
1;12.01.2019;00 - 01;471.48;471.48;471.48;460.65;460.65;460.65
1;12.01.2019;01 - 02;468.26;468.26;468.26;447.39;447.39;447.39
1;12.01.2019;02 - 03;468.94;468.94;468.94;445.54;445.54;445.54
1;12.01.2019;03 - 04;464.84;464.84;464.84;445.44;445.44;445.44
1;12.01.2019;04 - 05;466.11;466.11;466.11;445.83;445.83;445.83
1;12.01.2019;05 - 06;463.87;463.87;463.87;447.29;447.29;447.29
1;12.01.2019;06 - 07;465.14;465.14;465.14;451.58;451.58;451.58
1;12.01.2019;07 - 08;473.13;473.13;473.13;452.36;452.36;452.36
1;12.01.2019;08 - 09;475.28;475.28;475.28;468.26;468.26;468.26
1;12.01.2019;09 - 10;486.69;486.69;486.69;486.69;486.69;486.69
1;12.01.2019;10 - 11;490.49;490.49;490.49;490.49;490.49;490.49
1;12.01.2019;11 - 12;490.69;490.69;490.69;490.69;490.69;490.69
1;12.01.2019;12 - 13;490.69;490.69;490.69;490.69;490.69;490.69
1;12.01.2019;13 - 14;487.08;487.08;487.08;487.08;487.08;487.08
1;12.01.2019;14 - 15;488.44;488.44;488.44;488.44;488.44;488.44
1;12.01.2019;15 - 16;495.56;495.56;495.56;495.56;495.56;495.56
1;12.01.2019;16 - 17;504.14;504.14;504.14;504.14;504.14;504.14
1;12.01.2019;17 - 18;516.43;516.43;516.43;516.43;516.43;516.43
1;12.01.2019;18 - 19;510.29;510.29;510.29;510.29;510.29;510.29
1;12.01.2019;19 - 20;499.56;499.56;499.56;499.56;499.56;499.56
1;12.01.2019;20 - 21;487.76;487.76;487.76;487.76;487.76;487.76
1;12.01.2019;21 - 22;488.74;488.74;488.74;480.06;480.06;480.06
1;12.01.2019;22 - 23;479.37;479.37;479.37;470.89;470.89;470.89
1;12.01.2019;23 - 00;478.98;478.98;478.98;460.46;460.46;460.46
1;13.01.2019;00 - 01;493.27;493.27;493.27;481.1;481.1;481.1
1;13.01.2019;01 - 02;485.91;485.91;485.91;472.85;472.85;472.85
1;13.01.2019;02 - 03;480.8;480.8;480.8;471.68;471.68;471.68
1;13.01.2019;03 - 04;477.96;477.96;477.96;471.38;471.38;471.38
1;13.01.2019;04 - 05;476.88;476.88;476.88;466.18;466.18;466.18
1;13.01.2019;05 - 06;476.19;476.19;476.19;464.51;464.51;464.51
1;13.01.2019;06 - 07;472.07;472.07;472.07;465.39;465.39;465.39
1;13.01.2019;07 - 08;477.07;477.07;477.07;466.47;466.47;466.47
1;13.01.2019;08 - 09;479.72;479.72;479.72;471.09;471.09;471.09
1;13.01.2019;09 - 10;479.92;479.92;479.92;478.74;478.74;478.74
1;13.01.2019;10 - 11;485.51;485.51;485.51;485.51;485.51;485.51
1;13.01.2019;11 - 12;489.24;489.24;489.24;489.24;489.24;489.24
1;13.01.2019;12 - 13;489.44;489.44;489.44;489.44;489.44;489.44
1;13.01.2019;13 - 14;484.43;484.43;484.43;484.43;484.43;484.43
1;13.01.2019;14 - 15;482.08;482.08;482.08;478.25;478.25;478.25
1;13.01.2019;15 - 16;482.96;482.96;482.96;482.96;482.96;482.96
1;13.01.2019;16 - 17;492.38;492.38;492.38;492.38;492.38;492.38
1;13.01.2019;17 - 18;493.56;493.56;493.56;493.56;493.56;493.56
1;13.01.2019;18 - 19;489.73;489.73;489.73;486.49;486.49;486.49
1;13.01.2019;19 - 20;491.4;491.4;491.4;477.27;477.27;477.27
1;13.01.2019;20 - 21;489.44;489.44;489.44;464.22;464.22;464.22
1;13.01.2019;21 - 22;482.77;482.77;482.77;461.37;461.37;461.37
1;13.01.2019;22 - 23;480.31;480.31;480.31;465.2;465.2;465.2
1;13.01.2019;23 - 00;481.88;481.88;481.88;463.43;463.43;463.43
1;14.01.2019;00 - 01;471.68;471.68;471.68;463.43;463.43;463.43
1;14.01.2019;01 - 02;469.42;469.42;469.42;461.86;461.86;461.86
1;14.01.2019;02 - 03;471.28;471.28;471.28;460.19;460.19;460.19
1;14.01.2019;03 - 04;470.1;470.1;470.1;459.6;459.6;459.6
1;14.01.2019;04 - 05;463.73;463.73;463.73;459.11;459.11;459.11
1;14.01.2019;05 - 06;473.15;473.15;473.15;460.78;460.78;460.78
1;14.01.2019;06 - 07;478.94;478.94;478.94;471.77;471.77;471.77
1;14.01.2019;07 - 08;502.69;502.69;502.69;502.69;502.69;502.69
1;14.01.2019;08 - 09;507.01;507.01;507.01;507.01;507.01;507.01
1;14.01.2019;09 - 10;497.39;497.39;497.39;497.39;497.39;497.39
1;14.01.2019;10 - 11;496.6;496.6;496.6;496.6;496.6;496.6
1;14.01.2019;11 - 12;493.36;493.36;493.36;493.36;493.36;493.36
1;14.01.2019;12 - 13;489.64;489.64;489.64;489.64;489.64;489.64
1;14.01.2019;13 - 14;489.93;489.93;489.93;489.93;489.93;489.93
1;14.01.2019;14 - 15;491.4;491.4;491.4;491.11;491.11;491.11
1;14.01.2019;15 - 16;492.48;492.48;492.48;492.48;492.48;492.48
1;14.01.2019;16 - 17;499.84;499.84;499.84;499.84;499.84;499.84
1;14.01.2019;17 - 18;502.98;502.98;502.98;502.98;502.98;502.98
1;14.01.2019;18 - 19;499.84;499.84;499.84;499.84;499.84;499.84
1;14.01.2019;19 - 20;495.82;495.82;495.82;495.82;495.82;495.82
1;14.01.2019;20 - 21;495.33;495.33;495.33;486.89;486.89;486.89
1;14.01.2019;21 - 22;496.9;496.9;496.9;467.85;467.85;467.85
1;14.01.2019;22 - 23;491.01;491.01;491.01;469.42;469.42;469.42
1;14.01.2019;23 - 00;480.9;480.9;480.9;467.36;467.36;467.36
1;15.01.2019;00 - 01;472.41;472.41;472.41;467.8;467.8;467.8
1;15.01.2019;01 - 02;466.43;466.43;466.43;466.33;466.33;466.33
1;15.01.2019;02 - 03;465.06;465.06;465.06;465.06;465.06;465.06
1;15.01.2019;03 - 04;466.04;466.04;466.04;466.04;466.04;466.04
1;15.01.2019;04 - 05;466.92;466.92;466.92;466.92;466.92;466.92
1;15.01.2019;05 - 06;474.76;474.76;474.76;474.76;474.76;474.76
1;15.01.2019;06 - 07;498.76;498.76;498.76;498.76;498.76;498.76
1;15.01.2019;07 - 08;526.39;526.39;526.39;526.39;526.39;526.39
1;15.01.2019;08 - 09;558.62;558.62;558.62;547.25;547.25;547.25
1;15.01.2019;09 - 10;571.94;571.94;571.94;556.37;556.37;556.37
1;15.01.2019;10 - 11;553.92;553.92;553.92;553.92;553.92;553.92
1;15.01.2019;11 - 12;538.83;538.83;538.83;538.83;538.83;538.83
1;15.01.2019;12 - 13;528.25;528.25;528.25;528.25;528.25;528.25
1;15.01.2019;13 - 14;522.27;522.27;522.27;522.27;522.27;522.27
1;15.01.2019;14 - 15;515.61;515.61;515.61;515.61;515.61;515.61
1;15.01.2019;15 - 16;515.61;510.61;515.61;515.61;515.61;515.61
1;15.01.2019;16 - 17;528.15;512.57;528.15;528.15;528.15;528.15
1;15.01.2019;17 - 18;533.93;527.66;533.93;533.93;533.93;533.93
1;15.01.2019;18 - 19;531.68;514.73;531.68;531.68;531.68;531.68
1;15.01.2019;19 - 20;522.37;516.88;522.37;522.37;522.37;522.37
1;15.01.2019;20 - 21;514.34;514.34;514.34;514.34;514.34;514.34
