;Elspesifikt behov;Romoppvarmingsbehov;Tappevannsbehov;Termisk behov;Solenergi;S1 - Fjernvarmedekning;S1 - Spisslast;S1 - Totalt elektrisk behov;S1 - Totalt elektrisk behov med solproduksjon;S2 - Grunnvarmedekning;S2 - Spisslast;S2 - Kompressor;S2 - Levert energi fra brønner;S2 - Totalt elektrisk;S2 - Totalt elektrisk med solproduksjon;S3 - Grunnvarmedekning;S3 - Spisslast;S3 - Kompressor;S3 - Levert fra brønner;S3 - Totalt elektrisk;S3 - Totalt elektrisk med solproduksjon
10;267.576029;155.941726;71.81095979;227.75268579;5.370797971440196;227.75268579;0.0;267.576029;262.2052310285598;227.75268579;0.0;65.07219594;162.68048985;332.64822494;327.2774269685598;127.06650766333078;28.875218336669207;36.30471647523737;90.76179118809341;303.8807454752374;298.5099475037972
11;307.327157;189.846196;68.72829279;258.57448879;5.937324670524525;258.57448879;0.0;307.327157;301.3898323294755;245.7369147160026;12.837574073997388;70.210547061715;175.52636765428758;390.3752781357124;384.4379534651879;127.06650766333078;62.77968833666921;36.30471647523737;90.76179118809341;343.6318734752374;337.6945488047129
12;301.086164;170.7505;66.57744579;237.32794579;5.274538930628123;237.32794579;0.0;301.086164;295.81162506937187;237.32794579;0.0;67.80798451142857;169.51996127857143;368.89414851142857;363.61960958080044;127.06650766333078;43.683992336669206;36.30471647523737;90.76179118809341;337.3908804752374;332.11634154460927
13;295.147884;165.572518;64.83441579;230.40693378999998;0.0;230.40693378999998;0.0;295.147884;295.147884;230.40693378999998;0.0;65.83055251142855;164.57638127857143;360.9784365114285;360.9784365114285;127.06650766333078;38.50601033666922;36.30471647523737;90.76179118809341;331.4526004752373;331.4526004752373
14;290.638614;166.252094;67.84602779;234.09812179;0.0;234.09812179;0.0;290.638614;290.638614;234.09812179;0.0;66.88517765428571;167.21294413571428;357.52379165428573;357.52379165428573;127.06650766333078;39.18558633666922;36.30471647523737;90.76179118809341;326.9433304752374;326.9433304752374
15;290.615313;166.432223;67.54723579;233.97945879;0.0;233.97945879;0.0;290.615313;290.615313;233.97945879;0.0;66.85127394;167.12818485;357.46658694;357.46658694;127.06650766333078;39.36571533666921;36.30471647523737;90.76179118809341;326.92002947523736;326.92002947523736
16;282.993598;165.02802;73.67146579;238.69948578999998;0.0;238.69948578999998;0.0;282.993598;282.993598;238.69948578999998;0.0;68.19985308285715;170.49963270714284;351.19345108285717;351.19345108285717;127.06650766333078;37.961512336669216;36.30471647523737;90.76179118809341;319.29831447523736;319.29831447523736
17;263.083975;165.723324;81.30688379;247.03020779;0.0;247.03020779;0.0;263.083975;263.083975;245.7369147160026;1.293293073997404;70.210547061715;175.52636765428758;334.5878151357124;334.5878151357124;127.06650766333078;38.65681633666921;36.30471647523737;90.76179118809341;299.38869147523735;299.38869147523735
18;249.018252;154.829699;79.84432079;234.67401979;0.0;234.67401979;0.0;249.018252;249.018252;234.67401979;0.0;67.04971993999999;167.62429985;316.06797194;316.06797194;127.06650766333078;27.763191336669223;36.30471647523737;90.76179118809341;285.32296847523736;285.32296847523736
19;239.846623;153.891851;76.88462979;230.77648079;0.0;230.77648079;0.0;239.846623;239.846623;230.77648079;0.0;65.93613736857142;164.84034342142857;305.7827603685714;305.7827603685714;127.06650766333078;26.82534333666922;36.30471647523737;90.76179118809341;276.15133947523736;276.15133947523736
20;229.284331;152.692963;74.87995879;227.57292179;0.0;227.57292179;0.0;229.284331;229.284331;227.57292179;0.0;65.02083479714287;162.55208699285714;294.3051657971429;294.3051657971429;127.06650766333078;25.62645533666921;36.30471647523737;90.76179118809341;265.5890474752374;265.5890474752374
21;192.52485;134.064119;62.87234379;196.93646279;0.0;196.93646279;0.0;192.52485;192.52485;196.93646279;0.0;56.26756079714286;140.66890199285714;248.79241079714285;248.79241079714285;127.06650766333078;6.997611336669223;36.30471647523737;90.76179118809341;228.82956647523736;228.82956647523736
22;175.33161;127.058597;57.11736579;184.17596279;0.0;184.17596279;0.0;175.33161;175.33161;184.17596279;0.0;52.62170365428571;131.5542591357143;227.95331365428572;227.95331365428572;127.058597;0.0;36.302456285714285;90.75614071428572;211.6340662857143;211.6340662857143
23;144.382799;126.782543;47.74780679;174.53034979;0.0;174.53034979;0.0;144.382799;144.382799;174.53034979;0.0;49.86581422571429;124.66453556428571;194.24861322571428;194.24861322571428;126.782543;0.0;36.22358371428572;90.55895928571428;180.60638271428573;180.60638271428573
24;121.70107;123.14687;33.24363579;156.39050579000002;0.0;156.39050579000002;0.0;121.70107;121.70107;156.39050579000002;0.0;44.68300165428572;111.7075041357143;166.38407165428572;166.38407165428572;123.14687;0.0;35.18482;87.96205;156.88589000000002;156.88589000000002
25;114.837693;124.439996;25.62670679;150.06670279;0.0;150.06670279;0.0;114.837693;114.837693;150.06670279;0.0;42.87620079714286;107.19050199285714;157.71389379714287;157.71389379714287;124.439996;0.0;35.55428457142857;88.88571142857143;150.39197757142858;150.39197757142858
26;112.93755;129.933066;22.29376379;152.22682979;0.0;152.22682979;0.0;112.93755;112.93755;152.22682979;0.0;43.49337994000001;108.73344985;156.43092994;156.43092994;127.06650766333078;2.8665583366692147;36.30471647523737;90.76179118809341;149.2422664752374;149.2422664752374
27;112.520132;132.463436;20.36504879;152.82848479;0.0;152.82848479;0.0;112.520132;112.520132;152.82848479;0.0;43.66528136857143;109.16320342142858;156.18541336857143;156.18541336857143;127.06650766333078;5.39692833666922;36.30471647523737;90.76179118809341;148.8248484752374;148.8248484752374
28;113.629911;135.215755;23.60930079;158.82505579;0.0;158.82505579;0.0;113.629911;113.629911;158.82505579;0.0;45.37858736857143;113.44646842142856;159.00849836857145;159.00849836857145;127.06650766333078;8.14924733666922;36.30471647523737;90.76179118809341;149.9346274752374;149.9346274752374
29;119.35613;145.868452;34.66510679;180.53355879;0.0;180.53355879;0.0;119.35613;119.35613;180.53355879;0.0;51.581016797142865;128.95254199285714;170.93714679714287;170.93714679714287;127.06650766333078;18.80194433666921;36.30471647523737;90.76179118809341;155.66084647523735;155.66084647523735
30;144.942389;182.203135;59.32214479;241.52527979;0.0;241.52527979;0.0;144.942389;144.942389;241.52527979;0.0;69.00722279714284;172.51805699285717;213.94961179714284;213.94961179714284;127.06650766333078;55.13662733666922;36.30471647523737;90.76179118809341;181.24710547523736;181.24710547523736
31;188.305978;201.600693;84.70130479;286.30199779;0.0;286.30199779;0.0;188.305978;188.305978;245.7369147160026;40.565083073997386;70.210547061715;175.52636765428758;299.0816081357124;299.0816081357124;127.06650766333078;74.53418533666922;36.30471647523737;90.76179118809341;224.61069447523738;224.61069447523738
32;221.819405;202.621363;76.10000879;278.72137179000003;0.0;278.72137179000003;0.0;221.819405;221.819405;245.7369147160026;32.98445707399745;70.210547061715;175.52636765428758;325.0144091357124;325.0144091357124;127.06650766333078;75.55485533666922;36.30471647523737;90.76179118809341;258.12412147523736;258.12412147523736
33;238.489273;201.156162;71.51482679;272.67098879;0.0;272.67098879;0.0;238.489273;238.489273;245.7369147160026;26.934074073997436;70.210547061715;175.52636765428758;335.63389413571247;335.63389413571247;127.06650766333078;74.08965433666921;36.30471647523737;90.76179118809341;274.79398947523737;274.79398947523737
34;244.27349;195.092856;71.81095979;266.90381579;0.8644146749654871;266.90381579;0.0;244.27349;243.40907532503454;245.7369147160026;21.166901073997423;70.210547061715;175.52636765428758;335.6509381357124;334.78652346074693;127.06650766333078;68.02634833666923;36.30471647523737;90.76179118809341;280.5782064752374;279.7137918002719
35;243.321357;183.925549;68.72829279;252.65384179;5.498101296012831;252.65384179;0.0;243.321357;237.82325570398717;245.7369147160026;6.916927073997414;70.210547061715;175.52636765428758;320.44883113571245;314.95072983969965;127.06650766333078;56.85904133666921;36.30471647523737;90.76179118809341;279.6260734752374;274.12797217922457
36;242.970106;176.467796;66.57744579;243.04524178999998;3.067889480200705;243.04524178999998;0.0;242.970106;239.90221651979928;243.04524178999998;0.0;69.44149765428571;173.60374413571427;312.4116036542857;309.343714174085;127.06650766333078;49.40128833666921;36.30471647523737;90.76179118809341;279.27482247523733;276.2069329950366
37;240.718297;171.58256;64.83441579;236.41697578999998;0.0;236.41697578999998;0.0;240.718297;240.718297;236.41697578999998;0.0;67.54770736857142;168.86926842142856;308.26600436857143;308.26600436857143;127.06650766333078;44.51605233666922;36.30471647523737;90.76179118809341;277.02301347523735;277.02301347523735
38;239.454891;174.929705;67.84602779;242.77573279;0.0;242.77573279;0.0;239.454891;239.454891;242.77573279;0.0;69.36449508285716;173.41123770714285;308.81938608285714;308.81938608285714;127.06650766333078;47.86319733666923;36.30471647523737;90.76179118809341;275.7596074752374;275.7596074752374
39;243.475467;176.924376;67.54723579;244.47161179;0.0;244.47161179;0.0;243.475467;243.475467;244.47161179;0.0;69.84903194;174.62257985;313.32449894;313.32449894;127.06650766333078;49.85786833666921;36.30471647523737;90.76179118809341;279.7801834752374;279.7801834752374
40;239.51662;174.520668;73.67146579;248.19213379;0.0;248.19213379;0.0;239.51662;239.51662;245.7369147160026;2.4552190739974264;70.210547061715;175.52636765428758;312.1823861357124;312.1823861357124;127.06650766333078;47.45416033666922;36.30471647523737;90.76179118809341;275.82133647523733;275.82133647523733
41;222.918002;177.34165;81.30688379;258.64853379;0.0;258.64853379;0.0;222.918002;222.918002;245.7369147160026;12.9116190739974;70.210547061715;175.52636765428758;306.0401681357124;306.0401681357124;127.06650766333078;50.275142336669205;36.30471647523737;90.76179118809341;259.22271847523734;259.22271847523734
42;211.815305;166.737637;79.84432079;246.58195779;0.0;246.58195779;0.0;211.815305;211.815305;245.7369147160026;0.8450430739974024;70.210547061715;175.52636765428758;282.87089513571243;282.87089513571243;127.06650766333078;39.671129336669225;36.30471647523737;90.76179118809341;248.12002147523737;248.12002147523737
43;205.223267;166.928353;76.88462979;243.81298278999998;0.0;243.81298278999998;0.0;205.223267;205.223267;243.81298278999998;0.0;69.66085222571428;174.1521305642857;274.88411922571424;274.88411922571424;127.06650766333078;39.861845336669205;36.30471647523737;90.76179118809341;241.52798347523736;241.52798347523736
44;196.845947;165.242664;74.87995879;240.12262278999998;0.0;240.12262278999998;0.0;196.845947;196.845947;240.12262278999998;0.0;68.6064636542857;171.51615913571428;265.4524106542857;265.4524106542857;127.06650766333078;38.17615633666921;36.30471647523737;90.76179118809341;233.15066347523737;233.15066347523737
45;183.943914;163.722879;62.87234379;226.59522279;0.0;226.59522279;0.0;183.943914;183.943914;226.59522279;0.0;64.74149222571427;161.85373056428574;248.68540622571427;248.68540622571427;127.06650766333078;36.656371336669224;36.30471647523737;90.76179118809341;220.24863047523738;220.24863047523738
46;168.595194;155.895197;57.11736579;213.01256279;0.0;213.01256279;0.0;168.595194;168.595194;213.01256279;0.0;60.86073222571429;152.15183056428572;229.45592622571428;229.45592622571428;127.06650766333078;28.828689336669214;36.30471647523737;90.76179118809341;204.89991047523736;204.89991047523736
47;149.630537;155.721785;47.74780679;203.46959179;0.0;203.46959179;0.0;149.630537;149.630537;203.46959179;0.0;58.13416908285714;145.33542270714287;207.76470608285715;207.76470608285715;127.06650766333078;28.65527733666923;36.30471647523737;90.76179118809341;185.93525347523737;185.93525347523737
48;129.772638;148.62091;33.24363579;181.86454579000002;0.0;181.86454579000002;0.0;129.772638;129.772638;181.86454579000002;0.0;51.96129879714286;129.90324699285716;181.73393679714286;181.73393679714286;127.06650766333078;21.554402336669227;36.30471647523737;90.76179118809341;166.07735447523737;166.07735447523737
49;123.249693;148.987375;25.62670679;174.61408179;0.0;174.61408179;0.0;123.249693;123.249693;174.61408179;0.0;49.88973765428571;124.72434413571429;173.13943065428572;173.13943065428572;127.06650766333078;21.920867336669204;36.30471647523737;90.76179118809341;159.55440947523738;159.55440947523738
50;121.69155;153.378895;22.29376379;175.67265879;0.0;175.67265879;0.0;121.69155;121.69155;175.67265879;0.0;50.19218822571429;125.48047056428572;171.8837382257143;171.8837382257143;127.06650766333078;26.312387336669218;36.30471647523737;90.76179118809341;157.99626647523738;157.99626647523738
51;121.560132;154.960027;20.36504879;175.32507579;0.0;175.32507579;0.0;121.560132;121.560132;175.32507579;0.0;50.09287879714286;125.23219699285714;171.65301079714285;171.65301079714285;127.06650766333078;27.893519336669215;36.30471647523737;90.76179118809341;157.86484847523735;157.86484847523735
52;122.883328;156.35273;23.60930079;179.96203079;0.0;179.96203079;0.0;122.883328;122.883328;179.96203079;0.0;51.41772308285715;128.54430770714285;174.30105108285716;174.30105108285716;127.06650766333078;29.286222336669226;36.30471647523737;90.76179118809341;159.18804447523738;159.18804447523738
53;128.805813;165.819262;34.66510679;200.48436879000002;0.0;200.48436879000002;0.0;128.805813;128.805813;200.48436879000002;0.0;57.28124822571431;143.2031205642857;186.0870612257143;186.0870612257143;127.06650766333078;38.75275433666923;36.30471647523737;90.76179118809341;165.11052947523737;165.11052947523737
54;154.543721;204.156781;59.32214479;263.47892579;0.0;263.47892579;0.0;154.543721;154.543721;245.7369147160026;17.742011073997418;70.210547061715;175.52636765428758;242.49627913571243;242.49627913571243;127.06650766333078;77.09027333666921;36.30471647523737;90.76179118809341;190.84843747523738;190.84843747523738
55;198.049499;222.10589;84.70130479;306.80719479;0.0;306.80719479;0.0;198.049499;198.049499;245.7369147160026;61.070280073997395;70.210547061715;175.52636765428758;329.3303261357124;329.3303261357124;127.06650766333078;95.0393823366692;36.30471647523737;90.76179118809341;234.35421547523737;234.35421547523737
56;231.680889;220.586981;76.10000879;296.68698979;0.0;296.68698979;0.0;231.680889;231.680889;245.7369147160026;50.9500750739974;70.210547061715;175.52636765428758;352.8415111357124;352.8415111357124;127.06650766333078;93.52047333666923;36.30471647523737;90.76179118809341;267.9856054752374;267.9856054752374
57;248.348421;216.240022;71.51482679;287.75484879;0.0;287.75484879;0.0;248.348421;248.348421;245.7369147160026;42.017934073997395;70.210547061715;175.52636765428758;360.57690213571243;360.57690213571243;127.06650766333078;89.17351433666923;36.30471647523737;90.76179118809341;284.6531374752374;284.6531374752374
58;253.51963;207.397806;71.81095979;279.20876579000003;2.0759709553559498;279.20876579000003;0.0;253.51963;251.44365904464405;245.7369147160026;33.47185107399744;70.210547061715;175.52636765428758;357.20202813571245;355.1260571803565;127.06650766333078;80.33129833666922;36.30471647523737;90.76179118809341;289.82434647523735;287.7483755198814
59;251.483431;192.642861;68.72829279;261.37115379;0.8431409729086797;261.37115379;0.0;251.483431;250.6402900270913;245.7369147160026;15.634239073997406;70.210547061715;175.52636765428758;337.3282171357124;336.48507616280375;127.06650766333078;65.57635333666923;36.30471647523737;90.76179118809341;287.78814747523734;286.9450065023287
60;251.079723;183.416362;66.57744579;249.99380779;0.021255654779210414;249.99380779;0.0;251.079723;251.0584673452208;245.7369147160026;4.256893073997418;70.210547061715;175.52636765428758;325.5471631357124;325.5259074809332;127.06650766333078;56.34985433666921;36.30471647523737;90.76179118809341;287.3844394752374;287.3631838204582
61;249.442912;178.687382;64.83441579;243.52179779;0.0;243.52179779;0.0;249.442912;249.442912;243.52179779;0.0;69.57765651142859;173.9441412785714;319.02056851142856;319.02056851142856;127.06650766333078;51.62087433666923;36.30471647523737;90.76179118809341;285.7476284752374;285.7476284752374
62;248.79321;181.111161;67.84602779;248.95718879;0.0;248.95718879;0.0;248.79321;248.79321;245.7369147160026;3.220274073997416;70.210547061715;175.52636765428758;322.2240311357124;322.2240311357124;127.06650766333078;54.04465333666923;36.30471647523737;90.76179118809341;285.0979264752374;285.0979264752374
63;251.880424;181.21743;67.54723579;248.76466579;0.0;248.76466579;0.0;251.880424;251.880424;245.7369147160026;3.027751073997422;70.210547061715;175.52636765428758;325.11872213571246;325.11872213571246;127.06650766333078;54.150922336669225;36.30471647523737;90.76179118809341;288.1851404752374;288.1851404752374
64;247.000615;179.233671;73.67146579;252.90513678999997;0.0;252.90513678999997;0.0;247.000615;247.000615;245.7369147160026;7.168222073997384;70.210547061715;175.52636765428758;324.37938413571237;324.37938413571237;127.06650766333078;52.167163336669205;36.30471647523737;90.76179118809341;283.3053314752374;283.3053314752374
65;229.498134;180.75524;81.30688379;262.06212379;0.0;262.06212379;0.0;229.498134;229.498134;245.7369147160026;16.3252090739974;70.210547061715;175.52636765428758;316.0338901357124;316.0338901357124;127.06650766333078;53.688732336669204;36.30471647523737;90.76179118809341;265.8028504752374;265.8028504752374
66;217.604285;169.661661;79.84432079;249.50598179000002;0.0;249.50598179000002;0.0;217.604285;217.604285;245.7369147160026;3.7690670739974337;70.210547061715;175.52636765428758;291.58389913571244;291.58389913571244;127.06650766333078;42.59515333666923;36.30471647523737;90.76179118809341;253.90900147523737;253.90900147523737
67;210.370089;169.455628;76.88462979;246.34025779;0.0;246.34025779;0.0;210.370089;210.370089;245.7369147160026;0.6033430739974222;70.210547061715;175.52636765428758;281.18397913571243;281.18397913571243;127.06650766333078;42.38912033666921;36.30471647523737;90.76179118809341;246.67480547523738;246.67480547523738
68;201.456543;167.643769;74.87995879;242.52372779;0.0;242.52372779;0.0;201.456543;201.456543;242.52372779;0.0;69.29249365428572;173.2312341357143;270.74903665428576;270.74903665428576;127.06650766333078;40.57726133666921;36.30471647523737;90.76179118809341;237.76125947523738;237.76125947523738
69;188.053914;166.439821;62.87234379;229.31216479;0.0;229.31216479;0.0;188.053914;188.053914;229.31216479;0.0;65.51776136857143;163.79440342142857;253.57167536857142;253.57167536857142;127.06650766333078;39.37331333666921;36.30471647523737;90.76179118809341;224.35863047523736;224.35863047523736
70;172.178765;157.128105;57.11736579;214.24547079;0.0;214.24547079;0.0;172.178765;172.178765;214.24547079;0.0;61.2129916542857;153.0324791357143;233.3917566542857;233.3917566542857;127.06650766333078;30.061597336669223;36.30471647523737;90.76179118809341;208.48348147523737;208.48348147523737
71;152.888537;157.232858;47.74780679;204.98066479;0.0;204.98066479;0.0;152.888537;152.888537;204.98066479;0.0;58.56590422571429;146.4147605642857;211.4544412257143;211.4544412257143;127.06650766333078;30.16635033666921;36.30471647523737;90.76179118809341;189.19325347523738;189.19325347523738
72;135.362206;150.006213;33.24363579;183.24984879;0.0;183.24984879;0.0;135.362206;135.362206;183.24984879;0.0;52.35709965428572;130.89274913571427;187.7193056542857;187.7193056542857;127.06650766333078;22.93970533666922;36.30471647523737;90.76179118809341;171.66692247523736;171.66692247523736
73;128.613044;150.716016;25.62670679;176.34272278999998;0.0;176.34272278999998;0.0;128.613044;128.613044;176.34272278999998;0.0;50.38363508285714;125.95908770714284;178.99667908285716;178.99667908285716;127.06650766333078;23.649508336669214;36.30471647523737;90.76179118809341;164.91776047523737;164.91776047523737
74;126.83006;155.221997;22.29376379;177.51576079;0.0;177.51576079;0.0;126.83006;126.83006;177.51576079;0.0;50.71878879714285;126.79697199285715;177.54884879714285;177.54884879714285;127.06650766333078;28.155489336669206;36.30471647523737;90.76179118809341;163.13477647523737;163.13477647523737
75;126.507239;157.097198;20.36504879;177.46224679;0.0;177.46224679;0.0;126.507239;126.507239;177.46224679;0.0;50.70349908285715;126.75874770714285;177.21073808285715;177.21073808285715;127.06650766333078;30.03069033666921;36.30471647523737;90.76179118809341;162.81195547523737;162.81195547523737
76;127.653806;158.770679;23.60930079;182.37997979;0.0;182.37997979;0.0;127.653806;127.653806;182.37997979;0.0;52.10856565428571;130.27141413571428;179.76237165428572;179.76237165428572;127.06650766333078;31.70417133666922;36.30471647523737;90.76179118809341;163.95852247523737;163.95852247523737
77;133.398742;168.814729;34.66510679;203.47983579;0.0;203.47983579;0.0;133.398742;133.398742;203.47983579;0.0;58.137095939999995;145.34273985000002;191.53583794;191.53583794;127.06650766333078;41.74822133666922;36.30471647523737;90.76179118809341;169.70345847523737;169.70345847523737
78;159.05157;207.77615;59.32214479;267.09829479;0.0;267.09829479;0.0;159.05157;159.05157;245.7369147160026;21.361380073997424;70.210547061715;175.52636765428758;250.62349713571243;250.62349713571243;127.06650766333078;80.70964233666922;36.30471647523737;90.76179118809341;195.35628647523737;195.35628647523737
79;202.500423;227.406991;84.70130479;312.10829579;0.0;312.10829579;0.0;202.500423;202.500423;245.7369147160026;66.37138107399741;70.210547061715;175.52636765428758;339.08235113571243;339.08235113571243;127.06650766333078;100.34048333666922;36.30471647523737;90.76179118809341;238.80513947523738;238.80513947523738
80;236.091701;227.9206;76.10000879;304.02060879;0.0;304.02060879;0.0;236.091701;236.091701;245.7369147160026;58.283694073997395;70.210547061715;175.52636765428758;364.58594213571246;364.58594213571246;127.06650766333078;100.85409233666923;36.30471647523737;90.76179118809341;272.3964174752374;272.3964174752374
81;252.64997;224.24062;71.51482679;295.75544679;0.0;295.75544679;0.0;252.64997;252.64997;245.7369147160026;50.01853207399742;70.210547061715;175.52636765428758;372.8790491357124;372.8790491357124;127.06650766333078;97.17411233666922;36.30471647523737;90.76179118809341;288.9546864752374;288.9546864752374
82;272.394783;224.251677;71.81095979;296.06263679;0.0;296.06263679;0.0;272.394783;272.394783;245.7369147160026;50.32572207399741;70.210547061715;175.52636765428758;392.93105213571243;392.93105213571243;127.06650766333078;97.18516933666922;36.30471647523737;90.76179118809341;308.6994994752374;308.6994994752374
83;309.289357;245.524303;68.72829279;314.25259579;0.255067857350525;314.25259579;0.0;309.289357;309.03428914264947;245.7369147160026;68.5156810739974;70.210547061715;175.52636765428758;448.0155851357124;447.7605172783619;127.06650766333078;118.45779533666922;36.30471647523737;90.76179118809341;345.59407347523734;345.3390056178868
84;302.69171;218.908473;66.57744579;285.48591878999997;0.0;285.48591878999997;0.0;302.69171;302.69171;245.7369147160026;39.749004073997384;70.210547061715;175.52636765428758;412.6512611357124;412.6512611357124;127.06650766333078;91.8419653366692;36.30471647523737;90.76179118809341;338.9964264752374;338.9964264752374
85;296.889297;210.844678;64.83441579;275.67909378999997;0.0;275.67909378999997;0.0;296.889297;296.889297;245.7369147160026;29.94217907399738;70.210547061715;175.52636765428758;397.0420231357124;397.0420231357124;127.06650766333078;83.7781703366692;36.30471647523737;90.76179118809341;333.1940134752374;333.1940134752374
86;292.682507;211.060385;67.84602779;278.90641279;0.0;278.90641279;0.0;292.682507;292.682507;245.7369147160026;33.1694980739974;70.210547061715;175.52636765428758;396.0625521357124;396.0625521357124;127.06650766333078;83.99387733666921;36.30471647523737;90.76179118809341;328.98722347523733;328.98722347523733
87;292.582496;210.104532;67.54723579;277.65176779;0.0;277.65176779;0.0;292.582496;292.582496;245.7369147160026;31.91485307399742;70.210547061715;175.52636765428758;394.7078961357124;394.7078961357124;127.06650766333078;83.03802433666922;36.30471647523737;90.76179118809341;328.88721247523733;328.88721247523733
88;284.785129;204.969273;73.67146579;278.64073879;0.0;278.64073879;0.0;284.785129;284.785129;245.7369147160026;32.90382407399741;70.210547061715;175.52636765428758;387.8995001357124;387.8995001357124;127.06650766333078;77.9027653366692;36.30471647523737;90.76179118809341;321.0898454752373;321.0898454752373
89;264.792293;205.171832;81.30688379;286.47871579;0.0;286.47871579;0.0;264.792293;264.792293;245.7369147160026;40.741801073997436;70.210547061715;175.52636765428758;375.7446411357124;375.7446411357124;127.06650766333078;78.10532433666921;36.30471647523737;90.76179118809341;301.0970094752373;301.0970094752373
90;250.743338;191.957527;79.84432079;271.80184779;0.0;271.80184779;0.0;250.743338;250.743338;245.7369147160026;26.064933073997423;70.210547061715;175.52636765428758;347.0188181357124;347.0188181357124;127.06650766333078;64.89101933666922;36.30471647523737;90.76179118809341;287.04805447523734;287.04805447523734
91;241.547792;190.197236;76.88462979;267.08186579;0.0;267.08186579;0.0;241.547792;241.547792;245.7369147160026;21.344951073997407;70.210547061715;175.52636765428758;333.1032901357124;333.1032901357124;127.06650766333078;63.13072833666922;36.30471647523737;90.76179118809341;277.85250847523736;277.85250847523736
92;230.912371;187.916919;74.87995879;262.79687779;0.0;262.79687779;0.0;230.912371;230.912371;245.7369147160026;17.05996307399741;70.210547061715;175.52636765428758;318.1828811357124;318.1828811357124;127.06650766333078;60.850411336669225;36.30471647523737;90.76179118809341;267.21708747523735;267.21708747523735
93;194.057044;169.062331;62.87234379;231.93467479;0.0;231.93467479;0.0;194.057044;194.057044;231.93467479;0.0;66.26704994000002;165.66762484999998;260.32409394;260.32409394;127.06650766333078;41.99582333666922;36.30471647523737;90.76179118809341;230.36176047523736;230.36176047523736
94;175.470505;157.516373;57.11736579;214.63373879;0.0;214.63373879;0.0;175.470505;175.470505;214.63373879;0.0;61.32392536857142;153.30981342142857;236.79443036857143;236.79443036857143;127.06650766333078;30.449865336669205;36.30471647523737;90.76179118809341;211.77522147523737;211.77522147523737
